"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","moderationStatus","parentId"
"33","@derekrobsondirectbuildersl5863","https://yt3.ggpht.com/ytc/AIdro_ld5H0ZNgvTaD-xPK9EbeYTbi2aISh-RWIcdC601zDzPmk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@derekrobsondirectbuildersl5863","UCFXKvEFZ0cXM1Gh6HKba8vA","EQNIVVPMsT4","How dose a 3 year old know what a sex is this is unacceptable","How dose a 3 year old know what a sex is this is unacceptable",TRUE,"none",2,"2025-05-15T18:03:48Z","2025-05-15T18:03:48Z","UgyBPnf8rdCyKVKbsNN4AaABAg",NA,NA
"34","@derekrobsondirectbuildersl5863","https://yt3.ggpht.com/ytc/AIdro_ld5H0ZNgvTaD-xPK9EbeYTbi2aISh-RWIcdC601zDzPmk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@derekrobsondirectbuildersl5863","UCFXKvEFZ0cXM1Gh6HKba8vA","EQNIVVPMsT4","Leave the children from surgery I&#39;m sure they will miss their coks when they grow up.","Leave the children from surgery I'm sure they will miss their coks when they grow up.",TRUE,"none",0,"2025-05-15T18:02:23Z","2025-05-15T18:02:23Z","UgwWTZ-lSD6Du78kF214AaABAg",NA,NA
"35","@pugwash84","https://yt3.ggpht.com/npV4iD_GopYF94lzoNm_za3n0ISuYTtDmcScPF1SZfht7OdAx-wLTW3EbMgOvdODo-z5Bsw1O34=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@pugwash84","UCqKEm04Re48HgZD2ddkTisg","EQNIVVPMsT4","Attention seeking parents wanting something to put on their tiktok about how wonderful they are because their child is transgender. This is child abuse, no toddler even thinks about this stuff, let them be children !!","Attention seeking parents wanting something to put on their tiktok about how wonderful they are because their child is transgender. This is child abuse, no toddler even thinks about this stuff, let them be children !!",TRUE,"none",3,"2025-05-15T16:54:32Z","2025-05-15T16:54:32Z","UgwR6S3jZYyiVdbsWit4AaABAg",NA,NA
"36","@stevenmcghee5990","https://yt3.ggpht.com/ytc/AIdro_k82QyAI4bPkllTGYW1uAh9g2F373PAH3byJC8f1I0FsxpqxMTd2Pi9ZMx0zq4opKmx6Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@stevenmcghee5990","UCLuKhz3POZv0-3owoqbKNFQ","EQNIVVPMsT4","wtf is wrong with these people.","wtf is wrong with these people.",TRUE,"none",3,"2025-05-15T16:33:54Z","2025-05-15T16:33:54Z","UgxvyBTu2C3Ab6i4r_F4AaABAg",NA,NA
"37","@420kushmaster","https://yt3.ggpht.com/ytc/AIdro_mWSBazJ6wGdfsAVddcQc1zKD7SHUm4IrXbLl5hPRIBLYY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@420kushmaster","UC0--uNPua1MnHnJZddp1COQ","EQNIVVPMsT4","only the cabal teachings push this garbage","only the cabal teachings push this garbage",TRUE,"none",1,"2025-05-15T16:27:55Z","2025-05-15T16:27:55Z","UgwXjcXdxUJmuW8WqYt4AaABAg",NA,NA
"38","@vivian9187","https://yt3.ggpht.com/ytc/AIdro_kgpoo4vRQWZ7v_XumqsPMaDtrEjVX38RC7dyIMLxuy2D832dS0H_y2mFgsRDNPotjB3w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@vivian9187","UCK4A89lMM3CDiD6iQUxTNfQ","EQNIVVPMsT4","Why is it so difficult ban?  Nobody allows toddlers to get tattoos, drink or smoke even if they really really want to go to the pub for a ciggie and beer and show off their fith tat on their arm!","Why is it so difficult ban?  Nobody allows toddlers to get tattoos, drink or smoke even if they really really want to go to the pub for a ciggie and beer and show off their fith tat on their arm!",TRUE,"none",0,"2025-05-15T16:26:55Z","2025-05-15T16:26:55Z","UgzlqfVaAUzQ78xZVFl4AaABAg",NA,NA
"39","@gordonsalive75","https://yt3.ggpht.com/ytc/AIdro_kDVRN44xqdkRK72o86zRQSC3V5wBdwqyFYRhjI2Cw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@gordonsalive75","UCQpuErhq5K_7rE4TBpcPO8g","EQNIVVPMsT4","I wonder what percentage of these &quot; Parents &quot; are doing this  to their kids just for virtue signalling bragging points among their woke friends🤔🤔","I wonder what percentage of these "" Parents "" are doing this  to their kids just for virtue signalling bragging points among their woke friends🤔🤔",TRUE,"none",3,"2025-05-15T16:09:51Z","2025-05-15T16:09:51Z","UgyNjdzxkFJoifaXkGh4AaABAg",NA,NA
"40","@christinelennon1110","https://yt3.ggpht.com/ytc/AIdro_mq9107B2NCQqdigvAZZd6IsAwJ5915Lf55-5qb8LI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@christinelennon1110","UC-jG5_iartEVsuMwTR2vzNA","EQNIVVPMsT4","Are these parents  on drugs","Are these parents  on drugs",TRUE,"none",1,"2025-05-15T16:05:10Z","2025-05-15T16:05:10Z","UgxzQURul013NTYJZgB4AaABAg",NA,NA
"41","@christinelennon1110","https://yt3.ggpht.com/ytc/AIdro_mq9107B2NCQqdigvAZZd6IsAwJ5915Lf55-5qb8LI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@christinelennon1110","UC-jG5_iartEVsuMwTR2vzNA","EQNIVVPMsT4","Who is pushing  this madness &amp;why 😢","Who is pushing  this madness &why 😢",TRUE,"none",3,"2025-05-15T16:04:28Z","2025-05-15T16:04:28Z","UgzzqRSwDsVy8JMtmox4AaABAg",NA,NA
"42","@stommx","https://yt3.ggpht.com/ytc/AIdro_kVZSs-te_zazHLChBRk-nUVZPV1Rv-qsxmx6CAdTWypro=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@stommx","UCJN65gNIveZSZD6D18RzqTQ","EQNIVVPMsT4","Weimar 2.0","Weimar 2.0",TRUE,"none",2,"2025-05-15T15:56:18Z","2025-05-15T15:56:18Z","Ugyco1WrGjRTcMSdbPR4AaABAg",NA,NA
"43","@alanbrown2175","https://yt3.ggpht.com/ytc/AIdro_nAa5GhOplMrsnPTN4U7rhqjiTaMA0Ag7M1Q_GHTq8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alanbrown2175","UC7yANZJX7KBaDvc9HoWrQug","EQNIVVPMsT4","when these children grow up and realise what as been done to them they will want to sue the NHS and the tax payer will be expected to pay the bill","when these children grow up and realise what as been done to them they will want to sue the NHS and the tax payer will be expected to pay the bill",TRUE,"none",3,"2025-05-15T15:54:48Z","2025-05-15T15:54:48Z","Ugw9RWqY7a4N_cnklTB4AaABAg",NA,NA
"44","@adamwhite9672","https://yt3.ggpht.com/ytc/AIdro_mGxKpF0ARbEOgfAk7T0_kHYd1R_WaWr-mmSP_yoqY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@adamwhite9672","UCAuoFoRbjWh49WThgAXhCXA","EQNIVVPMsT4","Man, what a backward country <br>I really feel for u guys😔, its a freak show over there","Man, what a backward country 
I really feel for u guys😔, its a freak show over there",TRUE,"none",0,"2025-05-15T15:54:24Z","2025-05-15T15:54:24Z","Ugw6QoFwKl-qCsrSw654AaABAg",NA,NA
"45","@JenMalyon-im3nu","https://yt3.ggpht.com/ytc/AIdro_mnHqUY0FTKsamoZjH0P9tQoBWlZXzGsND_80ZbUCQumHxnzproI3u1-WllQUnlU-r34g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JenMalyon-im3nu","UCNcu1NxzyxDBkBg92XVX35Q","EQNIVVPMsT4","The age of being allowed to go trans should be over 25 years of age. This nonsense of toddlers being treated is munchhausens syndrome by proxy.","The age of being allowed to go trans should be over 25 years of age. This nonsense of toddlers being treated is munchhausens syndrome by proxy.",TRUE,"none",2,"2025-05-15T15:42:57Z","2025-05-15T15:42:57Z","UgyMaiHX9NVULhZGPjV4AaABAg",NA,NA
"46","@DoNotBeSheep4217","https://yt3.ggpht.com/ytc/AIdro_nIL9lDDGovWVoxT2CNNskoniD1kXxFDxGOeuLkPRQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DoNotBeSheep4217","UCKJAWKOA04YqCrdpKtVEOsg","EQNIVVPMsT4","This is child abuse plain and simple. It is time for Reform","This is child abuse plain and simple. It is time for Reform",TRUE,"none",0,"2025-05-15T15:41:33Z","2025-05-15T15:41:33Z","UgxfApP75wCBOPMmHRF4AaABAg",NA,NA
"47","@rioIuu","https://yt3.ggpht.com/VALPPNVnzSKBBBH-p7gSzCuiCouoeEXHg_q1r1vwAV43TKtCAMNB68_1KKDvTFZkZ1-L8u3vmw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rioIuu","UC6E7l5A8INnAevOS3YZhU8Q","EQNIVVPMsT4","And they wonder why the Nazi’s burned the transgender books","And they wonder why the Nazi’s burned the transgender books",TRUE,"none",0,"2025-05-15T15:41:06Z","2025-05-15T15:41:06Z","Ugz8go1AwQVoUCS1W6Z4AaABAg",NA,NA
"48","@leereid6147","https://yt3.ggpht.com/ytc/AIdro_l6k2Bwn8yazqtM9DFO69tk2_pgEEeZeu_YrlJP_3hqyhOSJDHilVqcSCGmKQgulhq6pw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@leereid6147","UC3dHru2q-eHHa3fk53jiCMQ","EQNIVVPMsT4","Been saying for ages. There are no trans children. Only poor children surrounded by abusive adults!","Been saying for ages. There are no trans children. Only poor children surrounded by abusive adults!",TRUE,"none",0,"2025-05-15T15:34:41Z","2025-05-15T15:34:41Z","UgzX0qDKZdyTBRA8Ji14AaABAg",NA,NA
"49","@andrewbrennan2891","https://yt3.ggpht.com/ytc/AIdro_lMaFh9TyR2gWvd8AfFK1RE6t9nIflQhbFO0PlvaHXB4jw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@andrewbrennan2891","UCuB3lioN0f7IUkkCXgP2sEw","EQNIVVPMsT4","A few years ago the Huddersfield Examiner now part of reach plc ran a story about a supposedly trans 7 year old boy. Reading the story his mother already had 3 boys and really wanted a girl and expected (so she said and no mention of scans) to have a girl. The poor little lad was about as trans as me. He was just trying to please his mum and all I gathered from the story was how much parents can really destroy a kids identity in chasing the parents deams and wishes.","A few years ago the Huddersfield Examiner now part of reach plc ran a story about a supposedly trans 7 year old boy. Reading the story his mother already had 3 boys and really wanted a girl and expected (so she said and no mention of scans) to have a girl. The poor little lad was about as trans as me. He was just trying to please his mum and all I gathered from the story was how much parents can really destroy a kids identity in chasing the parents deams and wishes.",TRUE,"none",3,"2025-05-15T15:34:09Z","2025-05-15T15:34:09Z","Ugx4ZIVizP7GRjctS1h4AaABAg",NA,NA
"50","@JayneThompson-i7k","https://yt3.ggpht.com/ytc/AIdro_lOLm-ghLUyNeR63dHQLSJT7oFA7-F0BvqAJOjYEsiDZh4OjaFpfbdHReaGhCF6aq9AXw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JayneThompson-i7k","UCg58ucZVN94KD1E9zEfzvJg","EQNIVVPMsT4","Again another waste of our money","Again another waste of our money",TRUE,"none",4,"2025-05-15T15:28:39Z","2025-05-15T15:28:39Z","UgzYvyRJfWI59XXqnHV4AaABAg",NA,NA
"51","@user-im2te2fg9y","https://yt3.ggpht.com/ytc/AIdro_lDxJM6E-idm3SnDrGSZhhFBZ86cYvNwm709qLUMNfuJ88H4QqPg4TZLcXzk54QlooBwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-im2te2fg9y","UC4OW9iwjEGaj1W4mhXm934w","EQNIVVPMsT4","they don&#39;t even know what gender is... they think a man is someone with a beard and a woman is someone with long hair..","they don't even know what gender is... they think a man is someone with a beard and a woman is someone with long hair..",TRUE,"none",0,"2025-05-15T15:23:38Z","2025-05-15T15:23:53Z","UgxgmRlP2Bad_ODyo814AaABAg",NA,NA
"52","@victoriachatham4801","https://yt3.ggpht.com/ytc/AIdro_noy_mkA6lHyg0mGJwx92HWVSq3Uqzy5VUyI8Of_vo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@victoriachatham4801","UC0CYh13NIdX-cM8SNIy5U6Q","EQNIVVPMsT4","This is unbelievable! Parents should be held accountable in the first place, the medical progression second. They should all have lessons in normal child development.","This is unbelievable! Parents should be held accountable in the first place, the medical progression second. They should all have lessons in normal child development.",TRUE,"none",3,"2025-05-15T15:22:41Z","2025-05-15T15:22:41Z","UgyF52Er6IKks5ZOAqR4AaABAg",NA,NA
"53","@HorrorJules","https://yt3.ggpht.com/kicwFVAeB4wMSfXWPWHNekkjSRjkMEzI9AupS0IEnSIwLQ1LyufjYv0HJvwUf7W52-Ai0QpdUg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@HorrorJules","UCDy0BLKItgVaoKqOgK7X4dw","EQNIVVPMsT4","Child abuse","Child abuse",TRUE,"none",4,"2025-05-15T15:22:13Z","2025-05-15T15:22:13Z","UgwrrILRIaUpcUJL7U14AaABAg",NA,NA
"54","@TaxingIsThieving","https://yt3.ggpht.com/Mw7plyxCCjjSM8rDI8QS8I9lM6FI9hhf58UdA6mkhIlboxiBIoz7rHb7jpLL2lKppvX7pwA5VQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TaxingIsThieving","UCSFdjddpiXhzR3RJjglCBgQ","EQNIVVPMsT4","It needs shutting down urgently.","It needs shutting down urgently.",TRUE,"none",6,"2025-05-15T15:14:36Z","2025-05-15T15:14:36Z","Ugy9TJpimaT3vo1yIRN4AaABAg",NA,NA
"55","@sharonilikebacon","https://yt3.ggpht.com/ytc/AIdro_nn2r27xgt-QLsA4NOafS588bIhGJEP80r8XEC4pJEMwtmsmIosL5hG9gzQ2AyEbG8G0A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sharonilikebacon","UCVBAR4bfsHiGql6ygLQskNQ","EQNIVVPMsT4","Sorry, cant watch. Its too much. Just popped on for the algorithm tc","Sorry, cant watch. Its too much. Just popped on for the algorithm tc",TRUE,"none",3,"2025-05-15T15:03:51Z","2025-05-15T15:03:51Z","UgybfZAeug250LDtQT14AaABAg",NA,NA
"56","@janetharper2120","https://yt3.ggpht.com/ytc/AIdro_nSeFK6Ff2TBu4cAPZ-ZoByw5YaL3zsXtqk17dt7Lc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@janetharper2120","UCmJiAVMa1kULVgvoyDxltcg","EQNIVVPMsT4","Child abuse 💯","Child abuse 💯",TRUE,"none",3,"2025-05-15T14:59:49Z","2025-05-15T14:59:49Z","UgzVtdRhVy-qYGDQjRt4AaABAg",NA,NA
"57","@janetharper2120","https://yt3.ggpht.com/ytc/AIdro_nSeFK6Ff2TBu4cAPZ-ZoByw5YaL3zsXtqk17dt7Lc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@janetharper2120","UCmJiAVMa1kULVgvoyDxltcg","EQNIVVPMsT4","😠","😠",TRUE,"none",0,"2025-05-15T14:58:03Z","2025-05-15T14:58:03Z","Ugxt7AKWdR0texChJwB4AaABAg",NA,NA
"58","@mre7550","https://yt3.ggpht.com/v3fxTpWu1B5wUHvfiNS9E4FI-_gFIz238Wma6YIWpO56-ChFHrg6_NPnquSykeT0IblRepxE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mre7550","UCj6ErzIGvNmmQlf_cSyyyIA","EQNIVVPMsT4","WTF is this nonsense?   The NHS is short of cash yet they have time for this???","WTF is this nonsense?   The NHS is short of cash yet they have time for this???",TRUE,"none",22,"2025-05-15T14:57:19Z","2025-05-15T14:57:19Z","UgxasNxfQg6DGN4WfAV4AaABAg",NA,NA
"59","@taraelizabethdensley9475","https://yt3.ggpht.com/6jibkh1ifrxsH__bnyU7tGZ319mcMZorfRaC17eIGcb1X-QHVfB5Y-dIwfLvrRQjspsOLxtqiR8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@taraelizabethdensley9475","UC1r0iSxTsacgBHEgVgK1o0w","EQNIVVPMsT4","This is evil - child abuse","This is evil - child abuse",TRUE,"none",4,"2025-05-15T14:56:33Z","2025-05-15T14:56:33Z","UgwtckbAc7stoKvcXEV4AaABAg",NA,NA
"60","@onlylexus","https://yt3.ggpht.com/uQXGHiOkKDIGJ5wD3XL2PJUxdD4fvmt8AqoEpoLZ6K46S10Ddl1jcScIkZ2eoxHn5ScjTXugRw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@onlylexus","UCfT36zJrlAjZYeiFu8hl-tw","EQNIVVPMsT4","This is pure evil, evil beyond belief!","This is pure evil, evil beyond belief!",TRUE,"none",6,"2025-05-15T14:39:37Z","2025-05-15T14:39:37Z","UgyjY064ST_AwPHBNe54AaABAg",NA,NA
"61","@Boudicia55","https://yt3.ggpht.com/ytc/AIdro_nuNlfceTDiBSTQUhxQ56YDJFbBu1DjRfTpJMFP6ck9D0x3tsglom8eMUA2blBLpRVU8w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Boudicia55","UCCMKIvAQkFnXE42gM_CONBw","EQNIVVPMsT4","Unbelievable 😢","Unbelievable 😢",TRUE,"none",2,"2025-05-15T14:39:00Z","2025-05-15T14:39:00Z","UgymQ2sn9LGc23zrkiN4AaABAg",NA,NA
"62","@metaldemort","https://yt3.ggpht.com/NL-D8GP5zJozeG4_pR2pYxBAdOeyJKQL1OZQjsa0hTX9ImkKuSxFGV3Pa9nb4QyS8wHeZtl-2A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@metaldemort","UCdpYm20eWbzi6ex5rnwUmJg","EQNIVVPMsT4","because it&#39;s a gross lie.","because it's a gross lie.",TRUE,"none",0,"2025-05-16T09:07:15Z","2025-05-16T09:07:15Z","UgymQ2sn9LGc23zrkiN4AaABAg.AI8tPNtZR_1AIAsET9HCtl",NA,"UgymQ2sn9LGc23zrkiN4AaABAg"
"63","@bennittotheburrito9606","https://yt3.ggpht.com/4jpVWb6ReKicDyMW6LQJJl-N0Y1oYY6fbPVu5eUNI8HsxAgmPBDWMbbG9OX8RWGeY2OsrjPP9A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bennittotheburrito9606","UC-pDGoYR6l12eqHnYBFXH7A","EQNIVVPMsT4","@metaldemortprove it?","@metaldemortprove it?",TRUE,"none",0,"2025-06-24T17:37:40Z","2025-06-24T17:37:40Z","UgymQ2sn9LGc23zrkiN4AaABAg.AI8tPNtZR_1AJlCdvn2rmW",NA,"UgymQ2sn9LGc23zrkiN4AaABAg"
"64","@metaldemort","https://yt3.ggpht.com/NL-D8GP5zJozeG4_pR2pYxBAdOeyJKQL1OZQjsa0hTX9ImkKuSxFGV3Pa9nb4QyS8wHeZtl-2A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@metaldemort","UCdpYm20eWbzi6ex5rnwUmJg","EQNIVVPMsT4","@bennittotheburrito9606 <br>Tell me how a <i>toddler</i> (between 1 and 3 years old) could express and claim a gender identity and ask for a transition that could go beyond a social transition - the use of clothes, name, pronouns. <br>How?  <br>Tell me which hormone substitution treatment make sense at this age -7 to 10 years before puberty?<br>I&#39;m just curious. <br>How do you support this absurd claim?<br><br>Some toddlers are exposed to unconsented gender affirming treatments and surgeries indeed and it&#39;s been done for more than 60 years now. And the transphobic bigots never adress this issue.<br>Why?<br>Because these are not trans toddlers. <br>These are instead intersex toddlers. <br>As biological sex should be binary according to the hegemonic sexists beliefs: therefore babies who&#39;s bodies that fall outside of the binary are deemed a social problem. Instead of changing its beliefs to acount for a reality it faces everyday, a cisnormative society decides to change some toddlers bodies without their consent. <br>And some sickos come and pretend trans toddlers exist and get treatments and surgeries to fearmonger against trans people. <br><br>Whoever fearmonger against trans people and use toddlers to build a moral panic betray how much they just don&#39;t care about children, toddlers, babies.","@bennittotheburrito9606 
Tell me how a _toddler_ (between 1 and 3 years old) could express and claim a gender identity and ask for a transition that could go beyond a social transition - the use of clothes, name, pronouns. 
How?  
Tell me which hormone substitution treatment make sense at this age -7 to 10 years before puberty?
I'm just curious. 
How do you support this absurd claim?

Some toddlers are exposed to unconsented gender affirming treatments and surgeries indeed and it's been done for more than 60 years now. And the transphobic bigots never adress this issue.
Why?
Because these are not trans toddlers. 
These are instead intersex toddlers. 
As biological sex should be binary according to the hegemonic sexists beliefs: therefore babies who's bodies that fall outside of the binary are deemed a social problem. Instead of changing its beliefs to acount for a reality it faces everyday, a cisnormative society decides to change some toddlers bodies without their consent. 
And some sickos come and pretend trans toddlers exist and get treatments and surgeries to fearmonger against trans people. 

Whoever fearmonger against trans people and use toddlers to build a moral panic betray how much they just don't care about children, toddlers, babies.",TRUE,"none",0,"2025-06-24T21:31:19Z","2025-06-24T21:31:19Z","UgymQ2sn9LGc23zrkiN4AaABAg.AI8tPNtZR_1AJlcOITjFvc",NA,"UgymQ2sn9LGc23zrkiN4AaABAg"
"65","@chele277","https://yt3.ggpht.com/ytc/AIdro_mj2OZrg20o5hNkrbeh51EhwX0f6FGKMUJ0_13HhpTpsM0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@chele277","UC0T4mmTP6gQI9iO_VcMt44g","EQNIVVPMsT4","Little toddlers what do they know about anything other than being little toddlers. The parents and these doctors need extremely long jail time","Little toddlers what do they know about anything other than being little toddlers. The parents and these doctors need extremely long jail time",TRUE,"none",14,"2025-05-15T14:36:22Z","2025-05-15T14:37:15Z","UgwZm5sxGNS2KbGLwBZ4AaABAg",NA,NA
"66","@Gino1982","https://yt3.ggpht.com/ytc/AIdro_lTjWu-3Nr3rnVWW3pjtTt92B02C81EFsYtH532LAAnVfdL_xLvCVos3GLgui6Fba6opw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Gino1982","UCaiyfJXdidy_5hA2LcNEw9w","EQNIVVPMsT4","The NHS is no longer fit for purpose, it benefits the immigrants who don’t pay for it, then it butchers the kids of the taxpayers, this is quite literally race replacement going on under our noses.","The NHS is no longer fit for purpose, it benefits the immigrants who don’t pay for it, then it butchers the kids of the taxpayers, this is quite literally race replacement going on under our noses.",TRUE,"none",0,"2025-05-15T14:34:18Z","2025-05-15T14:34:18Z","UgxBl0u9w5wEMqgYe7l4AaABAg",NA,NA
"67","@TinaKennedy-f2y","https://yt3.ggpht.com/ytc/AIdro_nU2YD2Z--lTM_gdrvauZL95c14lMizI3TCYnoHVH-z3cvFi5RKknXfib9wghzEocwihg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TinaKennedy-f2y","UCEbwt-dUzXNjXBWtz79wUdw","EQNIVVPMsT4","yep definite american interest here. soon we will have private insurances that cost a bomb and then withdrawn when your health care costs to much. i guess child abuse. is no longer a crime here either. trump stopped it in american so they had to keep making money here for it. sick and twisted. right to the top.","yep definite american interest here. soon we will have private insurances that cost a bomb and then withdrawn when your health care costs to much. i guess child abuse. is no longer a crime here either. trump stopped it in american so they had to keep making money here for it. sick and twisted. right to the top.",TRUE,"none",0,"2025-05-15T14:32:30Z","2025-05-15T14:32:30Z","UgwMw2nfHYHwWgOh5jl4AaABAg",NA,NA
"68","@Giroutte","https://yt3.ggpht.com/ytc/AIdro_nog-lVsQYuF0Gn7hcOdxSA75SO58axPBYWqHfoxmIMMw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Giroutte","UCZj6ZhCa_q6isOzIztkfK-A","EQNIVVPMsT4","Absolute disgrace.","Absolute disgrace.",TRUE,"none",4,"2025-05-15T14:29:07Z","2025-05-15T14:29:07Z","UgxKffSGInqR1hvoVqt4AaABAg",NA,NA
"69","@williammore558","https://yt3.ggpht.com/ytc/AIdro_nKM9P1LO1A-Ot-vUvbJ5phwiOEFUCQO5XF56vqdzs9fNnaGJzHtLhT-FXvOdIBkd7v2Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@williammore558","UCsjDXgdaOCTThAStvJtX5QA","EQNIVVPMsT4","This has got to be a joke😢 How could this be possible? Forcing toddlers into a gender where they haven&#39;t a clue is nothing short of infanticide. 😢","This has got to be a joke😢 How could this be possible? Forcing toddlers into a gender where they haven't a clue is nothing short of infanticide. 😢",TRUE,"none",1,"2025-05-15T14:15:40Z","2025-05-15T14:15:40Z","UgwbFAkmuKxw1fKU67F4AaABAg",NA,NA
"70","@britishpatriot7386","https://yt3.ggpht.com/oaHKYy8P6sNJH3VvA56a1tDhlAZf0SZG7CKDuI1KhZrrV5wdJp2A6DDLU6ZjcPeOMEWkptnF=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@britishpatriot7386","UCoYRloa6SEgy0gS_lXjNVqw","EQNIVVPMsT4","Boycott tax money for the child abusing, anti white, anti native British people NHS.  They should be arrested for child abuse and anti white racism.  No more foreign imported fake diversity hire doctor&#39;s or nurses.","Boycott tax money for the child abusing, anti white, anti native British people NHS.  They should be arrested for child abuse and anti white racism.  No more foreign imported fake diversity hire doctor's or nurses.",TRUE,"none",0,"2025-05-15T14:15:34Z","2025-05-15T14:15:34Z","UgxiTBz7p1EPMslyvjV4AaABAg",NA,NA
"71","@GregPiggot","https://yt3.ggpht.com/ytc/AIdro_nCbkqR5L8XBTe4XCJ_CGAF_BMQnod_Ph10C0HnAs_dPjEFlD7f9eQZxca1IKA1n77VZw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@GregPiggot","UCiHjGp8jTzVpe-qFm-nllog","EQNIVVPMsT4","This madness has to stop. What happened to common sense? How can a toddler define what gender they are?","This madness has to stop. What happened to common sense? How can a toddler define what gender they are?",TRUE,"none",4,"2025-05-15T14:13:04Z","2025-05-15T14:13:04Z","UgwhhcXjhwiM90ew32t4AaABAg",NA,NA
"72","@ElyHayz","https://yt3.ggpht.com/ytc/AIdro_kv0NOhL9QRrOU5FXmFK-Vd_9RkIigzfI7urK9IdME=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ElyHayz","UCeqRoRUTXh0coZ5Qa1-f6rg","EQNIVVPMsT4","A toddler doesn’t know or say they’re transgender, these children are being TOLD they are, and TOLD to say they’re trans! This is absolutely child abuse and needs to be stopped! It’s sicko parents wanting attention","A toddler doesn’t know or say they’re transgender, these children are being TOLD they are, and TOLD to say they’re trans! This is absolutely child abuse and needs to be stopped! It’s sicko parents wanting attention",TRUE,"none",0,"2025-05-15T14:05:48Z","2025-05-15T14:06:59Z","Ugz5nr_cPAoX89FLH1B4AaABAg",NA,NA
"73","@hugeannus9238","https://yt3.ggpht.com/ytc/AIdro_k6ik9k6NPqHs0kvMwv9SpZyE9qUk9AxeJZJ9_zucX5-Srt4Jkr8so6gIcmOMBS08yveQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@hugeannus9238","UCbl6Qhd4HZQr8ea_qNn76Eg","EQNIVVPMsT4","<b>Munchausen  by proxy, the parents enjoy the attention...</b>","*Munchausen  by proxy, the parents enjoy the attention...*",TRUE,"none",3,"2025-05-15T14:03:32Z","2025-05-15T14:03:32Z","Ugw69qESQwQ38pJoRH14AaABAg",NA,NA
"74","@healingcreationsmandalaart5056","https://yt3.ggpht.com/ytc/AIdro_m_tknfnJlQAX8ebeoEMDWw-UrZN9XYZyYaET4-iNo1pKM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@healingcreationsmandalaart5056","UCBo0wOGhuoypOV-wrcuHxeg","EQNIVVPMsT4","It’s pure evil.","It’s pure evil.",TRUE,"none",6,"2025-05-15T14:02:12Z","2025-05-15T14:02:12Z","UgxXfV3dTDvVPsNtcr14AaABAg",NA,NA
