"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","moderationStatus","parentId"
"75","@LoraineMouton-jl2gs","https://yt3.ggpht.com/ytc/AIdro_kBZyti_EdG7Z2tPURAhtvZcDEoq73Vm0cSpJGX4RcB-exQUY_LOdwIilGHZgafdKmRUA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@LoraineMouton-jl2gs","UCHV1QI5ettmxPb0uHeJingw","EQNIVVPMsT4","What does a toddler know about anything much less their own sexual orientation. Good grief man what is the world coming to? WTF","What does a toddler know about anything much less their own sexual orientation. Good grief man what is the world coming to? WTF",TRUE,"none",0,"2025-05-15T13:59:20Z","2025-05-15T13:59:20Z","UgwV-b4046KEaHU60nR4AaABAg",NA,NA
"76","@impy1980","https://yt3.ggpht.com/kfQTIrnGxgq-Czo3TROQti2A1zTPYTb1VCUjkXRBvg3MZfJL0D8fKzmgRJ-NVgnI1Iqjm-1fKQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@impy1980","UCVSInQwPXhlIII6LtgE4o_A","EQNIVVPMsT4","WTF is this nonsense! Parents and NHS workers involved need locking up! Nothing but gross child abuse!! And what also angers me is you&#39;ve got both the Government and NHS moaning the NHS hasn&#39;t got enough money, and we&#39;re wasting it on &quot;treatments&quot; like this. While you have actually sick people, you know with cancers and heart conditions, caused by government actions, like the C Vax, the chemically in water and being pumped into the sky to block the sun. Being serious about trans though as a solution, first thing that should happen is mental assessment and monitored, more often or not, it&#39;s just brain washing or mental health issue, studies in US have proved that, the should be no drugs used, nor surgery until adulthood, when the person in question is legally allowed to make their own decisions and mistakes, again in US there have been many cases of people regretting their surgery, and have transitioned back as best they can. Candace Owens has had 1 or 2 on her Youtube channel talking about their experience.","WTF is this nonsense! Parents and NHS workers involved need locking up! Nothing but gross child abuse!! And what also angers me is you've got both the Government and NHS moaning the NHS hasn't got enough money, and we're wasting it on ""treatments"" like this. While you have actually sick people, you know with cancers and heart conditions, caused by government actions, like the C Vax, the chemically in water and being pumped into the sky to block the sun. Being serious about trans though as a solution, first thing that should happen is mental assessment and monitored, more often or not, it's just brain washing or mental health issue, studies in US have proved that, the should be no drugs used, nor surgery until adulthood, when the person in question is legally allowed to make their own decisions and mistakes, again in US there have been many cases of people regretting their surgery, and have transitioned back as best they can. Candace Owens has had 1 or 2 on her Youtube channel talking about their experience.",TRUE,"none",0,"2025-05-15T13:59:12Z","2025-05-15T13:59:12Z","UgzNcvyzGaj2lCh3Kqh4AaABAg",NA,NA
"77","@Andrea-e7g7c","https://yt3.ggpht.com/v4XFZdFZqjDZf75ivAtXgyKrEmMh-5N9q-EIYsk3_nGN4zCBKbLHgRK8OW1c3Y9kfEcSCNufMw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Andrea-e7g7c","UCTD3iGsD0Ec_sth4pvx5GtA","EQNIVVPMsT4","The parents have some issues. Attention seekers. Munchausen by proxy?","The parents have some issues. Attention seekers. Munchausen by proxy?",TRUE,"none",0,"2025-05-15T13:56:26Z","2025-05-15T13:56:57Z","UgxETml3MHginRaa2SV4AaABAg",NA,NA
"78","@deirdreoriordan9042","https://yt3.ggpht.com/ytc/AIdro_milbpPkbpo_xWdAOKdAdIiF9t-NTuygdA9XlZSu00=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@deirdreoriordan9042","UCV41bVVwkSsmnv9JBPI2Zsw","EQNIVVPMsT4","There is no such thing as a trans child!! This child abuse","There is no such thing as a trans child!! This child abuse",TRUE,"none",0,"2025-05-15T13:53:22Z","2025-05-15T13:53:22Z","Ugy5NBg2OjMNqlv--9B4AaABAg",NA,NA
"79","@gwensommers5486","https://yt3.ggpht.com/ytc/AIdro_lNW64ZP-C80573l8CwPk54ZccsxIJY8fNdsHmK_6w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@gwensommers5486","UCSw5923xpuxlwsTjJN-rfPw","EQNIVVPMsT4","Tottenham London UK <br>WHAT WHAT WHAT WHAT WHAT <br>😮","Tottenham London UK 
WHAT WHAT WHAT WHAT WHAT 
😮",TRUE,"none",1,"2025-05-15T13:53:05Z","2025-05-15T13:53:05Z","UgySQ25CzZkJSdfjhKp4AaABAg",NA,NA
"80","@katcankan7129","https://yt3.ggpht.com/ytc/AIdro_kV5nWb2XhcW2hVo9Jrby_fLnUgDS20Somkowlugow=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@katcankan7129","UC-f2-t1N3vUd1rn4zazrTFA","EQNIVVPMsT4","We should know the criteria on which these children are being referred &amp; what treatment they are receiving. GBnews do your job. This is whst journalism is!","We should know the criteria on which these children are being referred & what treatment they are receiving. GBnews do your job. This is whst journalism is!",TRUE,"none",3,"2025-05-15T13:49:14Z","2025-05-15T13:49:14Z","Ugx1EZEirm6TLSOTa6J4AaABAg",NA,NA
"81","@deb1544","https://yt3.ggpht.com/ytc/AIdro_nLHb8594g1ccaWhZh7V4ceCio9yaqewjfRhoEowTE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@deb1544","UCs7BVPoGBxOuku2-ojMpabQ","EQNIVVPMsT4","This is child abuse and the parents should be arrested with whoever authorised this within the NHS.","This is child abuse and the parents should be arrested with whoever authorised this within the NHS.",TRUE,"none",6,"2025-05-15T13:41:36Z","2025-05-15T13:41:36Z","UgyArx2slCnQfHNPWY94AaABAg",NA,NA
"82","@jacquelinenix9035","https://yt3.ggpht.com/ytc/AIdro_lhUt1aqR0lANdAEAhknjWG5_PSZ_hmvXhbdmgcJwzEtgI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jacquelinenix9035","UCqDXJpljn_ia-n20-_m_YFQ","EQNIVVPMsT4","Its not children its the parents<br>My son loved his sister&#39;s toys who preferrd boys things <br>A few years later they changed and into teenage changed into devil and angels in turn <br>Now nomal married people with children","Its not children its the parents
My son loved his sister's toys who preferrd boys things 
A few years later they changed and into teenage changed into devil and angels in turn 
Now nomal married people with children",TRUE,"none",9,"2025-05-15T13:34:32Z","2025-05-15T13:34:32Z","Ugydocxu77ABHGdE9St4AaABAg",NA,NA
"83","@NoNamesForTheFiringSquad","https://yt3.ggpht.com/ytc/AIdro_nfaS9vjq2Wu5GonnDUIOhRL2y6pnzLaoMqhU-6dfu7LLR1aLU8I2-k3XCvlqvcw0YKRQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@NoNamesForTheFiringSquad","UCzOXWf-KPMn_h4rpC15_qTA","EQNIVVPMsT4","This is pure and simple Child abuse. The enablers, promoters and health care professionals, involved should all be prosecuted and jailed, everyone of them.","This is pure and simple Child abuse. The enablers, promoters and health care professionals, involved should all be prosecuted and jailed, everyone of them.",TRUE,"none",29,"2025-05-15T13:30:23Z","2025-05-15T13:30:23Z","UgwhuZ8qM2K99A5kFOx4AaABAg",NA,NA
"84","@melanytodd2929","https://yt3.ggpht.com/ytc/AIdro_l75ABwLq-35ecTuRuE4r5YfGRAfCD1z-68piuh6N8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@melanytodd2929","UCDfX6UvqpTNbfyeyXxYoOpA","EQNIVVPMsT4","👍  yes.","👍  yes.",TRUE,"none",2,"2025-05-15T20:12:48Z","2025-05-15T20:12:48Z","UgwhuZ8qM2K99A5kFOx4AaABAg.AI8lYjvy9CeAI9UbAV1ORG",NA,"UgwhuZ8qM2K99A5kFOx4AaABAg"
"85","@sandynoall","https://yt3.ggpht.com/ytc/AIdro_kYzJqnH48UKCvQC9N0HAMYdGFK6w7AgK_zfth8Zy8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sandynoall","UCwjQU4uREdFFnXa4ahFyNHA","EQNIVVPMsT4","The parents need to have their brains tested for incompetancy...","The parents need to have their brains tested for incompetancy...",TRUE,"none",0,"2025-05-15T13:30:05Z","2025-05-15T13:30:05Z","UgwOpNtdp_sxyKBAeqp4AaABAg",NA,NA
"86","@christopherrhead9274","https://yt3.ggpht.com/gZXCUsPmR1JHEGvASenKpuWpluV3hDlQ451oHrHg-aBItj4ER3899RnkDUYzRlTbhmhEoSgR=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@christopherrhead9274","UCWrtsDKZtovHsXzreqFA59A","EQNIVVPMsT4","My eye balls need no description","My eye balls need no description",TRUE,"none",0,"2025-05-15T13:29:45Z","2025-05-15T13:29:45Z","Ugz1FvSxUrhSCUGLx2J4AaABAg",NA,NA
"87","@AMERFIN","https://yt3.ggpht.com/ytc/AIdro_ltIu98QW9aVmbqVxBW_IQi0xR-vFgzH-Rl4Tsb2VD6G1NqCdIv6pqabuAAW4pBrhtoAw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@AMERFIN","UC_CNXsqiEprO8favSSdy7hQ","EQNIVVPMsT4","The work of satan.","The work of satan.",TRUE,"none",1,"2025-05-15T13:29:32Z","2025-05-15T13:29:32Z","UgwDB03R573-c0gRvjZ4AaABAg",NA,NA
"88","@DianeBonner-g3d","https://yt3.ggpht.com/ytc/AIdro_l0DUdxEX21czSNEjPg1WmEDvygJXSACsjzmY6GjcN4gWcRDE3X6Anb70DtjYOUCRa2CA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DianeBonner-g3d","UC3CrD49U6MfHUrG0Ug1yHaQ","EQNIVVPMsT4","My geandaughter likes a garage  trains pepper pig dosent means to be a pig","My geandaughter likes a garage  trains pepper pig dosent means to be a pig",TRUE,"none",1,"2025-05-15T13:14:18Z","2025-05-15T13:14:18Z","Ugwjkobwvub-edS4PHB4AaABAg",NA,NA
"89","@DianeBonner-g3d","https://yt3.ggpht.com/ytc/AIdro_l0DUdxEX21czSNEjPg1WmEDvygJXSACsjzmY6GjcN4gWcRDE3X6Anb70DtjYOUCRa2CA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DianeBonner-g3d","UC3CrD49U6MfHUrG0Ug1yHaQ","EQNIVVPMsT4","Disgusting","Disgusting",TRUE,"none",1,"2025-05-15T13:12:50Z","2025-05-15T13:12:50Z","UgxVt_Kf4XI71vdphx94AaABAg",NA,NA
"90","@marchudson1693","https://yt3.ggpht.com/NsRohu3OUPYbUHQGoDl0Uha1dAuKcwFOlsoB3HI67KZwe5mOT9kv-KKyFIWzBIMoOOY5Q0AFIA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@marchudson1693","UC56cPLlsE_r_LNL_OKJXQDg","EQNIVVPMsT4","Get the parents in jail then","Get the parents in jail then",TRUE,"none",6,"2025-05-15T13:08:08Z","2025-05-15T13:08:08Z","UgyH2X0L5yz-_jP7TWR4AaABAg",NA,NA
"91","@kt1696","https://yt3.ggpht.com/ytc/AIdro_mSBZV95iCdPZ6UdSSaXOONtjTTd1IOKQsE7gCvt8I=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kt1696","UC2xiULFrDxG6THffXFKbyYQ","EQNIVVPMsT4","I&#39;m a 76yr old woman with three older brothers. I had dolls prams a sewing machine i had an India swaw costume and a cowboy costume, not had twin revolvers in a holster and a toy rifle and a bow and arrow,ni loved all of my toys boys ir girls. What is wrong with these bloody parents. They do not deserve to have children. Lord help us all<br>The country is filled with insanity.","I'm a 76yr old woman with three older brothers. I had dolls prams a sewing machine i had an India swaw costume and a cowboy costume, not had twin revolvers in a holster and a toy rifle and a bow and arrow,ni loved all of my toys boys ir girls. What is wrong with these bloody parents. They do not deserve to have children. Lord help us all
The country is filled with insanity.",TRUE,"none",4,"2025-05-15T12:54:23Z","2025-05-15T12:54:23Z","UgzQ-qE3e2Ejof6Zg9F4AaABAg",NA,NA
"92","@JohnJohnson-tw8qk","https://yt3.ggpht.com/ytc/AIdro_miiiUMA8dburR7T2CCoI5dTO-lISf7yDjH3RJxUyGx5Wg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JohnJohnson-tw8qk","UC9EU9UoI9eOPXZNB5bifCwg","EQNIVVPMsT4","Let children be children stop with this nonsense parents to blame and the NHS for going along with this nonsense too,","Let children be children stop with this nonsense parents to blame and the NHS for going along with this nonsense too,",TRUE,"none",7,"2025-05-15T12:53:03Z","2025-05-15T12:53:03Z","Ugx10qqCTeXkXF-djqN4AaABAg",NA,NA
"93","@clive3262","https://yt3.ggpht.com/ytc/AIdro_kx9qbNLCW8oPnRkK0hqPNpF_ZWdayzZTU9V_wqSu6AUw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@clive3262","UCobCgAwrpCsl6ibVaYuHQmg","EQNIVVPMsT4","Parents and NHS should be charged with child abuse.","Parents and NHS should be charged with child abuse.",TRUE,"none",95,"2025-05-15T12:44:04Z","2025-05-15T12:44:04Z","UgxTQoakaTpFhzFyffJ4AaABAg",NA,NA
"94","@charisma3814","https://yt3.ggpht.com/ytc/AIdro_nBDeZ9mqdIFB9ZVjY1L_Zestnzoo5Sf1l4wqCS9M9x7GOn4Ieia6TOKEF-97zhMtLXgw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@charisma3814","UCWc2JhBDYiC4YU96tgC6b-Q","EQNIVVPMsT4","This is the modern day Lobotomy - horrific experimental surgery on our own children, God help us","This is the modern day Lobotomy - horrific experimental surgery on our own children, God help us",TRUE,"none",1,"2025-05-16T07:37:52Z","2025-05-16T07:37:52Z","UgxTQoakaTpFhzFyffJ4AaABAg.AI8gF_2-9zrAIAi-qDoMlm",NA,"UgxTQoakaTpFhzFyffJ4AaABAg"
"95","@BumblebeeTeeUK","https://yt3.ggpht.com/UNCPRCiQ2WxQ-3XVO8jza46djL3xIyp5c0ku7DDfnc1ya_Vv3ssgL5ELB-cyaMciZCq6j4IL=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@BumblebeeTeeUK","UCByPDbadgqHS5mz60NwirKA","EQNIVVPMsT4","TODDLERS WTF . sorry this is so dumb. I played with action man, loved to climb trees, wore hand me down trousers . I’m a woman and proud. Let kids be , let kids learn n develop through play","TODDLERS WTF . sorry this is so dumb. I played with action man, loved to climb trees, wore hand me down trousers . I’m a woman and proud. Let kids be , let kids learn n develop through play",TRUE,"none",15,"2025-05-15T12:43:55Z","2025-05-15T12:43:55Z","Ugzpbrk3V982ejUgAY14AaABAg",NA,NA
"96","@MountainMusicRadio","https://yt3.ggpht.com/nSDLPVi4RBSB9LAD1ukWfL3Jk-sCWkx_Y_V3riMPYI0yEdkbxQE39g1xjUYanPBWfvj5G7qOoOw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MountainMusicRadio","UCAUJoWMicKCLyzfv6jlccwg","EQNIVVPMsT4","How old do you need to be for a tattoo?","How old do you need to be for a tattoo?",TRUE,"none",3,"2025-05-15T12:41:40Z","2025-05-15T12:41:40Z","Ugwulngf5P6gDT49vDd4AaABAg",NA,NA
"97","@steveearl9108","https://yt3.ggpht.com/ytc/AIdro_nwMVwd8Bmgec8LG4_KcqP4LatE6fJ78bC5qEhA7bU=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@steveearl9108","UCuNMZpHfrmW4Lxdaet0147Q","EQNIVVPMsT4","The problem is that the ideology is so ingrained into all areas that it is difficult for sensible decisions to be made.  Toddlers this is rediculous. I played dress up and with my sisters toys and visa versa she played football and climbed trees.  I suspect that this exploitation but like everything else speak up and be damned and arrested😡","The problem is that the ideology is so ingrained into all areas that it is difficult for sensible decisions to be made.  Toddlers this is rediculous. I played dress up and with my sisters toys and visa versa she played football and climbed trees.  I suspect that this exploitation but like everything else speak up and be damned and arrested😡",TRUE,"none",7,"2025-05-15T12:33:29Z","2025-05-15T12:33:29Z","Ugy_yybihieeWu4cBtp4AaABAg",NA,NA
"98","@BernardRobinson-f5k","https://yt3.ggpht.com/ytc/AIdro_ncWjF6ELdgcuIjcujQyuEZTAeeGPZ80mMWsDh6pOqDtSqYtvfyOWPvp61gMoyzrzthrw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@BernardRobinson-f5k","UCnCmyf2nwlFJ2OC7lWbapUQ","EQNIVVPMsT4","Satan is running The Play ground unfortunately..... However Thankfully We should Remember that God Runs The School (The Entire Universe)","Satan is running The Play ground unfortunately..... However Thankfully We should Remember that God Runs The School (The Entire Universe)",TRUE,"none",18,"2025-05-15T12:14:43Z","2025-05-17T11:32:52Z","UgwLbMZOX7btXKH25Il4AaABAg",NA,NA
"99","@alishamissmartel2484","https://yt3.ggpht.com/5VtYRaBQf4DAma-wKlBCT-xLCfolYmAFzHQNCvzvi_NO1y1EtRYpGeEtjh_Km2w7VowmFsCTtQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alishamissmartel2484","UCCinpnJ8Jwn02gbFjLf2_jQ","EQNIVVPMsT4","Evil , those poor babies. 🙏🏻🤲🕊️","Evil , those poor babies. 🙏🏻🤲🕊️",TRUE,"none",4,"2025-05-15T12:13:47Z","2025-05-15T12:13:47Z","UgzxnaC82LZs6N_wNRF4AaABAg",NA,NA
"100","@alishamissmartel2484","https://yt3.ggpht.com/5VtYRaBQf4DAma-wKlBCT-xLCfolYmAFzHQNCvzvi_NO1y1EtRYpGeEtjh_Km2w7VowmFsCTtQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alishamissmartel2484","UCCinpnJ8Jwn02gbFjLf2_jQ","EQNIVVPMsT4","Evil , those poor babies. 🙏🏻🤲🕊️","Evil , those poor babies. 🙏🏻🤲🕊️",TRUE,"none",16,"2025-05-15T12:13:36Z","2025-05-15T12:13:36Z","UgxFHvYEckREBxFh6QV4AaABAg",NA,NA
"101","@WhatIsTruthInAWorldOfLies","https://yt3.ggpht.com/mQGXdoKMyzY-T3bJoY0xyAUu4x5HDQvKuOLdK0CPZqdyIKKhAFLjz5_D8I6rMojtnkAfM55H=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@WhatIsTruthInAWorldOfLies","UC9sokPQa2tg10fGmm2isDPg","EQNIVVPMsT4","So make some arrests as its illegal","So make some arrests as its illegal",TRUE,"none",10,"2025-05-15T12:12:48Z","2025-05-15T12:12:48Z","UgzA9e86RwPiSYccrvh4AaABAg",NA,NA
"102","@Caz-o4n","https://yt3.ggpht.com/XTehz5_FseOoL-dNKZ6bXrP6-8i6oaKXADxpMIPbxyjHmHr_v-hlFdCfh7aYwC9IQxBigYMZNw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Caz-o4n","UC2FkMa0PDXEEcJfIm80mafg","EQNIVVPMsT4","To me it sounds like maybe little Olivia has an older brother n started playing with him n his toys n now the parents think she wants to be a boy, or the other way around? I have an older daughter who used to dress her younger brother up in her princess dresses n toy heels, does that make me think he wants to be a girl? NO! Shame on these parents n healthcare workers!","To me it sounds like maybe little Olivia has an older brother n started playing with him n his toys n now the parents think she wants to be a boy, or the other way around? I have an older daughter who used to dress her younger brother up in her princess dresses n toy heels, does that make me think he wants to be a girl? NO! Shame on these parents n healthcare workers!",TRUE,"none",3,"2025-05-15T12:12:06Z","2025-05-15T12:12:06Z","Ugy9I8zaJjP0W2eXnRt4AaABAg",NA,NA
"103","@rafezetter8003","https://yt3.ggpht.com/TI5w7F6F0K1fKr3_e4STa5Fr30b0YwSr4x7v1LOJ6ol0fX-Kiw5IskA78IN3L_FrsEkQEnvH=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rafezetter8003","UCM8ksyDkeN-uYEHL4yRT1uw","EQNIVVPMsT4","Any doctor that still supports the NHS after learning this is what fellow NHS medical staff are doing deserve to be investigated.  infact - just investigate all of them for activist activity, SACK all those found whom are pushign this agenda and REMOVE THEIR NHS PENSIONS AS WELL.  Taxpayers shoudn&#39;t have to pay one penny more to these people.  I DO NOT CARE if they worked in NHS for 30 years, if you push this agenda on CHILDREN, YOU FORFEIT EVERYTHING.","Any doctor that still supports the NHS after learning this is what fellow NHS medical staff are doing deserve to be investigated.  infact - just investigate all of them for activist activity, SACK all those found whom are pushign this agenda and REMOVE THEIR NHS PENSIONS AS WELL.  Taxpayers shoudn't have to pay one penny more to these people.  I DO NOT CARE if they worked in NHS for 30 years, if you push this agenda on CHILDREN, YOU FORFEIT EVERYTHING.",TRUE,"none",11,"2025-05-15T12:09:19Z","2025-05-15T12:09:19Z","UgwixsAk-_u44YvUvFx4AaABAg",NA,NA
"104","@FlanLord13","https://yt3.ggpht.com/wKPeDtEnV8_IW97eFwFWLOavBhurk515osY96ZKXYVUu5wpQDhZqN2RUilvYkIiHmkDMnYIARA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@FlanLord13","UCQsX3wcc-Ntg5sBO4qHUmwg","EQNIVVPMsT4","A country governed by nonces !!","A country governed by nonces !!",TRUE,"none",0,"2025-05-15T12:07:29Z","2025-05-15T12:07:29Z","Ugyccmn8e7N8TidVRZJ4AaABAg",NA,NA
"105","@DavidGetling","https://yt3.ggpht.com/ytc/AIdro_n6LI1raFn7xwgHgd-qjhxJXLmNdPC2-7gLekiwrxHgtqQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DavidGetling","UClGzOWXuB85UWxCtlTOboWQ","EQNIVVPMsT4","When my sister was a toddler my mother caught her crying because she noticed that she didn&#39;t have a certain appendage that her brothers did. BUT, that certainly didn&#39;t mean she was transgender and wanted to be a boy!","When my sister was a toddler my mother caught her crying because she noticed that she didn't have a certain appendage that her brothers did. BUT, that certainly didn't mean she was transgender and wanted to be a boy!",TRUE,"none",0,"2025-05-15T12:07:17Z","2025-05-15T12:07:17Z","UgwmfrUNfo8LPwwIEX54AaABAg",NA,NA
"106","@martins24455","https://yt3.ggpht.com/ytc/AIdro_l88y1tqVk3pTJ7Z4toyaLRZjnk-IUL1VW_KdPRdzw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@martins24455","UCcsnyvr436MMmzGKSowjPhA","EQNIVVPMsT4","How can toddlers identify as transgender its indoctrinating kids into an ideology why are the nhs pushing it why is transgender been forced down people throats and indoctrinated if we have low birth rate will indoctrination help the birth rate or further make it decline","How can toddlers identify as transgender its indoctrinating kids into an ideology why are the nhs pushing it why is transgender been forced down people throats and indoctrinated if we have low birth rate will indoctrination help the birth rate or further make it decline",TRUE,"none",0,"2025-05-15T12:05:05Z","2025-05-15T12:05:05Z","Ugzb0L3jW3TL7gA-zTJ4AaABAg",NA,NA
"107","@sugarmouse3555","https://yt3.ggpht.com/ytc/AIdro_m_O2unFF8_YpUpf0hOldbz1kL0xFsiyWKggeVVeeFCTw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sugarmouse3555","UCjMjyPtBX8x4ol7VuWgDyMQ","EQNIVVPMsT4","A boy playing with dolls and pushchairs. Errm like playing at being daddy? And please explain to the Lionesses that playing football makes you male.","A boy playing with dolls and pushchairs. Errm like playing at being daddy? And please explain to the Lionesses that playing football makes you male.",TRUE,"none",0,"2025-05-15T12:04:25Z","2025-05-15T12:04:25Z","UgwJKAREw8xQa1bYrNZ4AaABAg",NA,NA
"108","@lks6248","https://yt3.ggpht.com/ytc/AIdro_mDBmDXfEq8OKmK4BSOdYTpFiov1UHuVT-PLw0axfA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lks6248","UCBFUPfRDkZwHtkDRIxyiRPw","EQNIVVPMsT4","This whole area is highly attractive to attention seeking parents / munchausen by proxy cases. It is appalling that this nonsense is being supported by the nhs.","This whole area is highly attractive to attention seeking parents / munchausen by proxy cases. It is appalling that this nonsense is being supported by the nhs.",TRUE,"none",0,"2025-05-15T12:01:50Z","2025-05-15T12:01:50Z","UgzVCLzBKo6ts7CX9Wh4AaABAg",NA,NA
"109","@mindverse8972","https://yt3.ggpht.com/D29SJ1lA-TF_66WfB8RlMFc6mAno1Yslw9xqQ28HS79pnOO9o7g0XKCEZI0yNHu2DE2gdrWymA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mindverse8972","UCCxCCg04hQXt2QK5pX-33Gw","EQNIVVPMsT4","ANOTHER GLOBALIST PLOT TO RUIN PEOPLES CHILDREN AND HAVE THEM TAKEN AWAY FROM THEM IF THEY REFUSE","ANOTHER GLOBALIST PLOT TO RUIN PEOPLES CHILDREN AND HAVE THEM TAKEN AWAY FROM THEM IF THEY REFUSE",TRUE,"none",0,"2025-05-15T11:57:04Z","2025-05-15T11:57:04Z","UgzXm6xvHiSxea4nP4Z4AaABAg",NA,NA
"110","@lynh9","https://yt3.ggpht.com/ytc/AIdro_nXqLGnBgj4RsIFMFDq3cghBGTLd9oTxbGizBRbrJM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lynh9","UCpHZswUPIwOe8j-3EGND_Vg","EQNIVVPMsT4","😢😢. These children will never be able to have children themselves. It is the parents pushing this. A lot of us women were tomboys as children. Very young boys sometimes like to play with dolls or mom’s makeup. It’s all part of NORMAL DISCOVERY OF YOUNG DEVELOPMENT. It’s drastic for young children to be even thought of as trans at such a young age.","😢😢. These children will never be able to have children themselves. It is the parents pushing this. A lot of us women were tomboys as children. Very young boys sometimes like to play with dolls or mom’s makeup. It’s all part of NORMAL DISCOVERY OF YOUNG DEVELOPMENT. It’s drastic for young children to be even thought of as trans at such a young age.",TRUE,"none",8,"2025-05-15T11:56:15Z","2025-05-15T11:56:15Z","UgyEDiNm-jzvyDjhfIB4AaABAg",NA,NA
"111","@JohnJohnson-tw8qk","https://yt3.ggpht.com/ytc/AIdro_miiiUMA8dburR7T2CCoI5dTO-lISf7yDjH3RJxUyGx5Wg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@JohnJohnson-tw8qk","UC9EU9UoI9eOPXZNB5bifCwg","EQNIVVPMsT4","So true 👏👏","So true 👏👏",TRUE,"none",0,"2025-05-15T12:58:30Z","2025-05-15T12:58:30Z","UgyEDiNm-jzvyDjhfIB4AaABAg.AI8amOZrLC7AI8huKuuUPm",NA,"UgyEDiNm-jzvyDjhfIB4AaABAg"
"112","@Pushupsinaduttypad","https://yt3.ggpht.com/ytc/AIdro_l1zU22StKNf871dicTQBDk4x19Yspedvo2dT3lgfSr6SUuLOsP9TA7e55SMaN_kxlqmQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Pushupsinaduttypad","UCclzYaLudn8wQSeugmW5S3g","EQNIVVPMsT4","The parents must be pushing them into it 😮","The parents must be pushing them into it 😮",TRUE,"none",11,"2025-05-15T11:56:05Z","2025-05-15T11:56:05Z","UgzcLsl8dgGzy9c5Cmp4AaABAg",NA,NA
"113","@gordonferguson4370","https://yt3.ggpht.com/ytc/AIdro_lnnqzXEB5YoM6YIqlN8Gg-GgI4xfJDa-2WVLAl-PLX4SL08LlOSPCZoilDvYHVThuyjQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@gordonferguson4370","UCjXKE6tg2ctBDIe1d14zgrA","EQNIVVPMsT4","Pushing it in schools,nhs,in politicis,work places prisons sports push push push freaken sick ,,,parents fault NO  parent should b pushing to change their childs sex, &amp; its alot of males  wanting to change to female where all the females wanting to b a man fighting to compete in everything sports,prison,toilets????","Pushing it in schools,nhs,in politicis,work places prisons sports push push push freaken sick ,,,parents fault NO  parent should b pushing to change their childs sex, & its alot of males  wanting to change to female where all the females wanting to b a man fighting to compete in everything sports,prison,toilets????",TRUE,"none",1,"2025-05-15T11:55:37Z","2025-05-15T12:02:37Z","Ugx3bUBmLz8R18KjjCl4AaABAg",NA,NA
