"","EntryPublished","the_day","year","month","video_ID","posted_on_YT","channel name","yt_long_ID","EntryTitle","EntryURL","keyword","region","RSS"
"4021","October 30, 2024 at 07:42PM","2024-10-30",2024,10,"jhBExJynUVo","2024-10-30T23:11:38Z","KTSM 9 NEWS","UCmZJz1J64RD7Ur7tI09s-FA","EP doctor sued over TX transgender bill - YouTube","https://www.youtube.com/watch?v=jhBExJynUVo","transgender","all regions",1916116072231156224
"4022","October 31, 2024 at 01:17AM","2024-10-31",2024,10,"jhBExJynUVo","2024-10-30T23:11:38Z","KTSM 9 NEWS","UCmZJz1J64RD7Ur7tI09s-FA","EP doctor sued over TX transgender bill - YouTube","https://www.youtube.com/watch?v=jhBExJynUVo","transgender","USA",11193014132467406848
"4023","April 15, 2024 at 05:12AM","2024-04-15",2024,4,"jHV9I8fonts","2024-04-15T09:02:39Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","NHS to review trans procedures - YouTube","https://www.youtube.com/watch?v=jHV9I8fonts","biological sex","all regions",17630397442231169024
"4024","January 03, 2024 at 04:20PM","2024-01-03",2024,1,"JhvjCNzLrIY","2024-01-03T19:30:02Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA","Utterly misogynistic': USA Boxing torched over transgender policy - YouTube","https://www.youtube.com/watch?v=JhvjCNzLrIY","transgender","USA",11193014132467406848
"4025","January 03, 2024 at 03:15PM","2024-01-03",2024,1,"JhvjCNzLrIY","2024-01-03T19:30:02Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA","Utterly misogynistic': USA Boxing torched over transgender policy - YouTube","https://www.youtube.com/watch?v=JhvjCNzLrIY","transgender","all regions",1916116072231156224
"4026","September 08, 2024 at 06:50AM","2024-09-08",2024,9,"JI6fN7M4N_o","2024-09-08T10:46:47Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Gender identity questions in 2026 census were 'always going to be a problem' - YouTube","https://www.youtube.com/watch?v=JI6fN7M4N_o","gender identity","all regions",14792114867614312448
"4027","May 11, 2024 at 09:34AM","2024-05-11",2024,5,"JidBS2Geth4","2024-05-11T10:00:12Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw","David Tennant and the idiocy of celebrity 'trans allies' - YouTube","https://www.youtube.com/watch?v=JidBS2Geth4","gender ideology",NA,8717893479030415360
"4028","March 12, 2024 at 11:34AM","2024-03-12",2024,3,"JIlDm6ZWGZo","2024-03-12T15:14:27Z","8 News Now — Las Vegas","UCFuzExfO2fUVmNK5_COvsNg","St. Patrick's Day spending expected to reach $70M - YouTube","https://www.youtube.com/watch?v=JIlDm6ZWGZo","gender identity","all regions",14792114867614312448
"4029","October 13, 2024 at 06:16PM","2024-10-13",2024,10,"Jj9bvULUyBg","2024-10-13T22:13:57Z","ABC 33/40","UCIul30v9pU1JxKx6jlI7wBA","Hale's Hotshots: Parker High School's Jourdin Crawford and Na'eem Offord - YouTube","https://www.youtube.com/watch?v=Jj9bvULUyBg","gender identity","USA",4028362110021709824
"4030","May 16, 2024 at 04:49PM","2024-05-16",2024,5,"JjWnbDLjxSk","2024-05-16T20:15:00Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng","Sharon Osbourne Makes Sage Steele Go Quiet with Never-Before-Told Thoughts on Trans","https://www.youtube.com/watch?v=JjWnbDLjxSk","transgenderism",NA,15658552694435684352
"4031","April 29, 2024 at 11:41PM","2024-04-29",2024,4,"jK0RITm0a_E","2024-04-30T03:19:25Z","THV11","UCStCUMvCw067Nw5uSlbyDsw","Transgender resource center in Arkansas vandalized - YouTube","https://www.youtube.com/watch?v=jK0RITm0a_E","transgender","all regions",1916116072231156224
"4032","April 12, 2024 at 09:18PM","2024-04-12",2024,4,"JksajH7DS-M","2024-04-12T09:49:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","JK Rowling BLASTS 'Pro Transgender' Mermaids Support Group - YouTube","https://www.youtube.com/watch?v=JksajH7DS-M","transgender","USA",11193014132467406848
"4033","April 12, 2024 at 06:00AM","2024-04-12",2024,4,"JksajH7DS-M","2024-04-12T09:49:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","JK Rowling BLASTS 'Pro Transgender' Mermaids Support Group - YouTube","https://www.youtube.com/watch?v=JksajH7DS-M","transgender","all regions",1916116072231156224
"4034","January 30, 2024 at 08:34PM","2024-01-30",2024,1,"jL41yJzcdgA","2024-01-30T19:22:46Z","Bethel University","UC9COZyvpT2tBKr82sjR_hyg","Stories of Transformation | Sarah Tamalunas - YouTube","https://www.youtube.com/watch?v=jL41yJzcdgA","gender confusion",NA,15648170854463737856
"4035","October 26, 2024 at 01:56PM","2024-10-26",2024,10,"Jla2x4p_-GU","2024-10-26T14:30:07Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","I Don't Want This Ideology Promoted"" | Backlash Over PRIDE Poppy Appeal Badge","https://www.youtube.com/watch?v=Jla2x4p_-GU","gender ideology",NA,8717893479030415360
"4036","November 11, 2024 at 05:42PM","2024-11-11",2024,11,"JlINNnpM2e8","2024-11-11T19:41:37Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg","Elect Sarah McBride—First Transgender Member Of Congress—Calls For Healthcare For All Citizens","https://www.youtube.com/watch?v=JlINNnpM2e8","transgender","all regions",1916116072231156224
"4037","November 11, 2024 at 07:12PM","2024-11-11",2024,11,"JlINNnpM2e8","2024-11-11T19:41:37Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg","Elect Sarah McBride—First Transgender Member Of Congress—Calls For Healthcare For All Citizens","https://www.youtube.com/watch?v=JlINNnpM2e8","transgender","USA",11193014132467406848
"4038","July 21, 2024 at 06:37PM","2024-07-21",2024,7,"JMA-bWemkVk","2024-07-21T16:00:15Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA","Dive Deep Into Prophecy with Bill Koenig - YouTube","https://www.youtube.com/watch?v=JMA-bWemkVk","gender identity","all regions",14792114867614312448
"4039","January 15, 2024 at 06:34AM","2024-01-15",2024,1,"JMiiEWHwZHo","2024-01-14T21:15:43Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","SNP to JAIL PARENTS for 'COMMON SENSE parenting' | Is stopping kids changing gender criminal?","https://www.youtube.com/watch?v=JMiiEWHwZHo","gender ideology",NA,8717893479030415360
"4040","January 08, 2024 at 04:06PM","2024-01-08",2024,1,"jMNgwVzIX2c","2024-01-08T16:45:01Z","Breitbart News","UCmgnsaQIK1IR808Ebde-ssA","""We're a Lot More Conservative Than People Think"": Morgonn McMichael on Gen Z","https://www.youtube.com/watch?v=jMNgwVzIX2c","gender ideology",NA,8717893479030415360
"4041","September 24, 2024 at 10:29AM","2024-09-24",2024,9,"JmU8MyJztmY","2024-09-24T10:57:31Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Vulnerable' children participate in transgender treatment - YouTube","https://www.youtube.com/watch?v=JmU8MyJztmY","transgender","all regions",1916116072231156224
"4042","February 15, 2024 at 10:39PM","2024-02-15",2024,2,"jMVnMbvLRfw","2024-02-16T03:21:43Z","WBIR Channel 10","UCsefBCbI7P5Xr-edSOpbF4A","State GOP bill on transition-related care sparks concerns among transgender community","https://www.youtube.com/watch?v=jMVnMbvLRfw","transgender","all regions",1916116072231156224
"4043","November 22, 2024 at 02:45PM","2024-11-22",2024,11,"JNutnT0vn78","2024-11-22T15:09:19Z","New York Post","UCrvhNP_lWuPIP6QZzJmM-bw","Rep. Nancy Mace trashes trans bathroom sign on Capitol Hill - YouTube","https://www.youtube.com/watch?v=JNutnT0vn78","biological sex","USA",16843718063138846720
"4044","November 22, 2024 at 02:45PM","2024-11-22",2024,11,"JNutnT0vn78","2024-11-22T15:09:19Z","New York Post","UCrvhNP_lWuPIP6QZzJmM-bw","Rep. Nancy Mace trashes trans bathroom sign on Capitol Hill - YouTube","https://www.youtube.com/watch?v=JNutnT0vn78","biological sex","all regions",17630397442231169024
"4045","July 14, 2024 at 03:10PM","2024-07-14",2024,7,"Jo_VD6jvHF4","2024-07-14T18:57:44Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","No child has EVER been born in the wrong body': FIERCE fight for 'free speech' in Australia","https://www.youtube.com/watch?v=Jo_VD6jvHF4","gender ideology",NA,8717893479030415360
"4046","February 07, 2024 at 11:55AM","2024-02-07",2024,2,"joruL_C0x6k","2024-02-07T16:15:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""A Police State!"" Kev And Alex SUPPORT Newcastle Fan Banned For Trans Views","https://www.youtube.com/watch?v=joruL_C0x6k","gender ideology",NA,8717893479030415360
"4047","February 07, 2024 at 11:51PM","2024-02-07",2024,2,"joruL_C0x6k","2024-02-07T16:15:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""A Police State!"" Kev And Alex SUPPORT Newcastle Fan Banned For Trans Views","https://www.youtube.com/watch?v=joruL_C0x6k","transgenderism",NA,15658552694435684352
"4048","June 06, 2024 at 02:04AM","2024-06-06",2024,6,"Jp6PIyvykXg","2024-06-05T23:32:42Z","FOX6 News Milwaukee","UCzHN-FjWDMsgfGPvRq7oy-Q","Milwaukee transgender woman killed, trial continues - YouTube","https://www.youtube.com/watch?v=Jp6PIyvykXg","transgender","all regions",1916116072231156224
"4049","March 26, 2024 at 08:28PM","2024-03-26",2024,3,"JQfnj8gA488","2024-03-27T00:14:43Z","11Alive","UCzF4Ryn8TKn64md77gS5Q5Q","Georgia senators debate bill that would restrict transgender athletes in sports | Full video","https://www.youtube.com/watch?v=JQfnj8gA488","transgender","USA",11193014132467406848
"4050","March 27, 2024 at 02:23AM","2024-03-27",2024,3,"JQfnj8gA488","2024-03-27T00:14:43Z","11Alive","UCzF4Ryn8TKn64md77gS5Q5Q","Georgia senators debate bill that would restrict transgender athletes in sports | Full video","https://www.youtube.com/watch?v=JQfnj8gA488","transgender","all regions",1916116072231156224
"4051","March 03, 2024 at 12:05AM","2024-03-03",2024,3,"jqG2ILCLDQk","2024-03-03T05:02:27Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","By defining sex, some states are denying transgender people of legal recognition - YouTube","https://www.youtube.com/watch?v=jqG2ILCLDQk","transgender","USA",11193014132467406848
"4052","March 03, 2024 at 12:05AM","2024-03-03",2024,3,"jqG2ILCLDQk","2024-03-03T05:02:27Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","By defining sex, some states are denying transgender people of legal recognition - YouTube","https://www.youtube.com/watch?v=jqG2ILCLDQk","transgender","all regions",1916116072231156224
"4053","February 01, 2024 at 01:44PM","2024-02-01",2024,2,"JqY7M_4UxGg","2024-02-01T18:35:54Z","Campus Reform","UCA8sK_Bba0Eb-k33bD0ldhw","Riley Gaines and Nicholas Giordano on how to combat radical gender ideology - YouTube","https://www.youtube.com/watch?v=JqY7M_4UxGg","gender ideology",NA,8717893479030415360
"4054","August 25, 2024 at 11:46PM","2024-08-25",2024,8,"JR4IjzSvnKY","2024-08-25T18:22:56Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Britain's 'GREAT LIES' of immigration EXPOSED - 'people have every right to feel angry'","https://www.youtube.com/watch?v=JR4IjzSvnKY","gender ideology",NA,8717893479030415360
"4055","May 22, 2024 at 02:30PM","2024-05-22",2024,5,"jScs2LqZHLQ","2024-05-22T18:14:50Z","Geo News","UC_vt34wimdCzdkrzVejwX9g","FIR rejected for attack on Rauf Hassan - Unknown transgender - Big Revelations - YouTube","https://www.youtube.com/watch?v=jScs2LqZHLQ","transgender","USA",11193014132467406848
"4056","March 27, 2024 at 04:46PM","2024-03-27",2024,3,"Jsj4-193fQQ","2024-03-27T14:05:57Z","ABC10","UCT350j4u6alUKyF9eu2bGug","City Council declares Sacramento a sanctuary city for transgender people - YouTube","https://www.youtube.com/watch?v=Jsj4-193fQQ","transgender","all regions",1916116072231156224
"4057","April 20, 2024 at 07:53PM","2024-04-20",2024,4,"JswktBAVQs4","2024-04-20T23:48:26Z","ABC10","UCT350j4u6alUKyF9eu2bGug","Supporters of proposed California ballot measure regarding transgender youth sue Attorney General","https://www.youtube.com/watch?v=JswktBAVQs4","transgender","all regions",1916116072231156224
"4058","April 20, 2024 at 07:53PM","2024-04-20",2024,4,"JswktBAVQs4","2024-04-20T23:48:26Z","ABC10","UCT350j4u6alUKyF9eu2bGug","Supporters of proposed California ballot measure regarding transgender youth sue Attorney General","https://www.youtube.com/watch?v=JswktBAVQs4","transgender","USA",11193014132467406848
"4059","November 12, 2024 at 07:22AM","2024-11-12",2024,11,"JTVtTXQ6-j8","2024-11-12T00:18:03Z","KATC","UCI3h674Zg99ChgWd2GfG5cQ","Tensions rise at UL Lafayette as students protest over controversial panel on transgender ideology","https://www.youtube.com/watch?v=JTVtTXQ6-j8","transgender","USA",11193014132467406848
"4060","July 29, 2024 at 01:44PM","2024-07-29",2024,7,"jUTi2QVfOzA","2024-07-29T17:29:13Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA","Elon Musk's Transgender Daughter DENOUNCES Dad, Says He LIED and Was 'NEVER THERE","https://www.youtube.com/watch?v=jUTi2QVfOzA","transgender","all regions",1916116072231156224
"4061","February 09, 2024 at 03:17PM","2024-02-09",2024,2,"jv1l3Eypj_4","2024-02-09T14:59:34Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA","Journalist's Warning About Trans Ideology and Kids - YouTube","https://www.youtube.com/watch?v=jv1l3Eypj_4","gender confusion",NA,15648170854463737856
"4062","February 09, 2024 at 10:04AM","2024-02-09",2024,2,"jv1l3Eypj_4","2024-02-09T14:59:34Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA","Journalist's Warning About Trans Ideology and Kids: 'These Are Medical Atrocities'","https://www.youtube.com/watch?v=jv1l3Eypj_4","gender ideology",NA,8717893479030415360
"4063","January 06, 2024 at 01:20PM","2024-01-06",2024,1,"jv9Fk49Ae2o","2024-01-06T16:00:32Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg","It's A Shame': Ex-Capitol Police Officer Lays Into Republicans For Attacking Him After Jan. 6","https://www.youtube.com/watch?v=jv9Fk49Ae2o","gender ideology",NA,8717893479030415360
"4064","November 20, 2024 at 02:03AM","2024-11-20",2024,11,"jWzFpGdFhSM","2024-11-20T06:53:02Z","KTVU FOX 2 San Francisco","UCVhtkN7-c8mA8GXEoxS4YQw","Controversy over transgender player overshadowed women's volleyball season at San Jose State","https://www.youtube.com/watch?v=jWzFpGdFhSM","transgender","all regions",1916116072231156224
"4065","November 20, 2024 at 07:56AM","2024-11-20",2024,11,"jWzFpGdFhSM","2024-11-20T06:53:02Z","KTVU FOX 2 San Francisco","UCVhtkN7-c8mA8GXEoxS4YQw","Controversy over transgender player overshadowed women's volleyball season at San Jose State","https://www.youtube.com/watch?v=jWzFpGdFhSM","transgender","USA",11193014132467406848
"4066","February 12, 2024 at 03:09PM","2024-02-12",2024,2,"jxBVQnR1_Gw","2024-02-12T18:51:44Z","Voice of America","UCVSNOxehfALut52NbkfRBaA","Transgender Voters Face Uphill Battle to Register in Upcoming Indonesian Elections","https://www.youtube.com/watch?v=jxBVQnR1_Gw","transgender","all regions",1916116072231156224
"4067","November 02, 2024 at 12:41PM","2024-11-02",2024,11,"JxghTd5fmWQ","2024-11-02T04:23:31Z","KHOU 11","UCXwRxm0zS0jBNTMOVI6xZJw","Colin Allred responds to Ted Cruz attack ads on border security and transgender rights","https://www.youtube.com/watch?v=JxghTd5fmWQ","transgender","all regions",1916116072231156224
"4068","December 12, 2024 at 06:37AM","2024-12-12",2024,12,"JxNwOzdp_fc","2024-12-12T01:05:00Z","Face the Nation","UC2x_qNZXKDxNP1j4jvHATRQ","LGBTQ advocates prepared to contend with second Trump administration - YouTube","https://www.youtube.com/watch?v=JxNwOzdp_fc","transgender","USA",11193014132467406848
"4069","May 04, 2024 at 10:23PM","2024-05-04",2024,5,"k_UMY9eMi14","2024-05-05T02:19:24Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Medically inaccurate': Liberal Senator slams 'inappropriate' transgender terminology","https://www.youtube.com/watch?v=k_UMY9eMi14","transgender","USA",11193014132467406848
"4070","May 04, 2024 at 10:23PM","2024-05-04",2024,5,"k_UMY9eMi14","2024-05-05T02:19:24Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Medically inaccurate': Liberal Senator slams 'inappropriate' transgender terminology - YouTube","https://www.youtube.com/watch?v=k_UMY9eMi14","transgender","all regions",1916116072231156224
"4071","December 02, 2024 at 11:13PM","2024-12-02",2024,12,"K_Z01_NrGZY","2024-12-03T04:08:38Z","FOX 5 Atlanta","UCjHWv2DU5-HLpogAAr386DQ","Supreme Court takes up transgender issue | FOX 5 News - YouTube","https://www.youtube.com/watch?v=K_Z01_NrGZY","transgender","all regions",1916116072231156224
"4072","December 02, 2024 at 11:13PM","2024-12-02",2024,12,"K_Z01_NrGZY","2024-12-03T04:08:38Z","FOX 5 Atlanta","UCjHWv2DU5-HLpogAAr386DQ","Supreme Court takes up transgender issue | FOX 5 News - YouTube","https://www.youtube.com/watch?v=K_Z01_NrGZY","transgender","USA",11193014132467406848
"4073","June 20, 2024 at 12:32AM","2024-06-20",2024,6,"k-GKiEmItgA","2024-06-20T04:25:51Z","KSL News Utah","UCUKyRkZuMdNv87E8xbObN4g","Utah lawmakers vote to block Biden's Title IX protections for transgender students - YouTube","https://www.youtube.com/watch?v=k-GKiEmItgA","transgender","USA",11193014132467406848
"4074","June 20, 2024 at 12:32AM","2024-06-20",2024,6,"k-GKiEmItgA","2024-06-20T04:25:51Z","KSL News Utah","UCUKyRkZuMdNv87E8xbObN4g","Utah lawmakers vote to block Biden's Title IX protections for transgender students - YouTube","https://www.youtube.com/watch?v=k-GKiEmItgA","transgender","all regions",1916116072231156224
"4075","May 06, 2024 at 01:55PM","2024-05-06",2024,5,"K-h-2apa68I","2024-05-06T11:40:05Z","University of Kentucky","UCR2JbU5mH4dULxH2VJirpGA","I am so excited to be a University of Kentucky Graduate' - YouTube","https://www.youtube.com/watch?v=K-h-2apa68I","gender confusion",NA,15648170854463737856
"4076","November 26, 2024 at 06:58PM","2024-11-26",2024,11,"k1HvDZqs7hU","2024-11-26T23:36:34Z","NBC 26","UCNFZ_RT98Ri4i-N5eL7IH5w","St. Norbert College responds to criticism of gender identity policy - YouTube","https://www.youtube.com/watch?v=k1HvDZqs7hU","transgenderism",NA,15658552694435684352
"4077","November 26, 2024 at 06:41PM","2024-11-26",2024,11,"k1HvDZqs7hU","2024-11-26T23:36:34Z","NBC 26","UCNFZ_RT98Ri4i-N5eL7IH5w","St. Norbert College responds to criticism of gender identity policy - YouTube","https://www.youtube.com/watch?v=k1HvDZqs7hU","gender identity","all regions",14792114867614312448
"4078","November 26, 2024 at 06:41PM","2024-11-26",2024,11,"k1HvDZqs7hU","2024-11-26T23:36:34Z","NBC 26","UCNFZ_RT98Ri4i-N5eL7IH5w","St. Norbert College responds to criticism of gender identity policy - YouTube","https://www.youtube.com/watch?v=k1HvDZqs7hU","gender identity","USA",4028362110021709824
"4079","July 17, 2024 at 11:11PM","2024-07-17",2024,7,"K3Fvx-7ARzg","2024-07-17T14:38:40Z","FRANCE 24 English","UCQfwfsi5VrQ8yKZ-UWmAEFg","Musk says he will move SpaceX and X to Texas after California passes gender-identity law","https://www.youtube.com/watch?v=K3Fvx-7ARzg","gender identity","USA",4028362110021709824
"4080","July 17, 2024 at 11:11PM","2024-07-17",2024,7,"K3Fvx-7ARzg","2024-07-17T14:38:40Z","FRANCE 24 English","UCQfwfsi5VrQ8yKZ-UWmAEFg","Musk says he will move SpaceX and X to Texas after California passes gender-identity law","https://www.youtube.com/watch?v=K3Fvx-7ARzg","gender identity","all regions",14792114867614312448
"4081","July 04, 2024 at 08:41AM","2024-07-04",2024,7,"k3YdTFs3-1E","2024-07-04T06:17:22Z","4 News Now","UCyw-NpaizmAD_5qQJ4MieVg","Transgender rights and the 2024 election - YouTube","https://www.youtube.com/watch?v=k3YdTFs3-1E","transgender","all regions",1916116072231156224
"4082","April 26, 2024 at 11:28AM","2024-04-26",2024,4,"K4kwP9eVK80","2024-04-26T15:08:46Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Smacking bans criminalise innocent parents' - YouTube","https://www.youtube.com/watch?v=K4kwP9eVK80","gender ideology",NA,8717893479030415360
"4083","September 15, 2024 at 01:33PM","2024-09-15",2024,9,"k68gSaTAQeU","2024-09-15T17:29:57Z","TRT World","UC7fWeaHhqgM4Ry-RMpM2YYw","Gender wars in Canada - YouTube","https://www.youtube.com/watch?v=k68gSaTAQeU","gender ideology",NA,8717893479030415360
"4084","September 15, 2024 at 01:33PM","2024-09-15",2024,9,"k68gSaTAQeU","2024-09-15T17:29:57Z","TRT World","UC7fWeaHhqgM4Ry-RMpM2YYw","Gender wars in Canada - YouTube","https://www.youtube.com/watch?v=k68gSaTAQeU","gender identity","USA",4028362110021709824
"4085","September 15, 2024 at 01:33PM","2024-09-15",2024,9,"k68gSaTAQeU","2024-09-15T17:29:57Z","TRT World","UC7fWeaHhqgM4Ry-RMpM2YYw","Gender wars in Canada - YouTube","https://www.youtube.com/watch?v=k68gSaTAQeU","gender identity","all regions",14792114867614312448
"4086","March 17, 2024 at 06:32PM","2024-03-17",2024,3,"k6OfYJ5NMdU","2024-03-17T18:42:46Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","We knew about the harms to children, yet they pushed us into lockdowns anyway | Dr Clare Craig","https://www.youtube.com/watch?v=k6OfYJ5NMdU","gender ideology",NA,8717893479030415360
"4087","November 24, 2024 at 10:27AM","2024-11-24",2024,11,"K8GBgzRYocA","2024-11-24T15:10:04Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","On Transgender Day of Remembrance, the community reflects on violence and resilience","https://www.youtube.com/watch?v=K8GBgzRYocA","transgender","all regions",1916116072231156224
"4088","November 24, 2024 at 10:14AM","2024-11-24",2024,11,"K8GBgzRYocA","2024-11-24T15:10:04Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","On Transgender Day of Remembrance, the community reflects on violence and resilience","https://www.youtube.com/watch?v=K8GBgzRYocA","transgender","USA",11193014132467406848
"4089","February 28, 2024 at 09:16AM","2024-02-28",2024,2,"k9WvchxoKsk","2024-02-28T09:15:14Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Jackie O 'storms out' amid revelations of KIIS FM's 'highest gender pay gap disparity'","https://www.youtube.com/watch?v=k9WvchxoKsk","gender ideology",NA,8717893479030415360
"4090","June 15, 2024 at 08:32AM","2024-06-15",2024,6,"KA4Wv7BAYqA","2024-06-15T12:27:08Z","WFMY News 2","UC6UcjqhROKEWmz7aGzees9A","Triad groups step up after summer school programs cut - YouTube","https://www.youtube.com/watch?v=KA4Wv7BAYqA","gender confusion",NA,15648170854463737856
"4091","August 12, 2024 at 04:31PM","2024-08-12",2024,8,"KA7u7J7TdAU","2024-08-12T20:28:00Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g","Transgender woman fights stigma - YouTube","https://www.youtube.com/watch?v=KA7u7J7TdAU","transgender","all regions",1916116072231156224
"4092","August 12, 2024 at 04:31PM","2024-08-12",2024,8,"KA7u7J7TdAU","2024-08-12T20:28:00Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g","Transgender woman fights stigma - YouTube","https://www.youtube.com/watch?v=KA7u7J7TdAU","transgender","USA",11193014132467406848
"4093","June 19, 2024 at 05:19PM","2024-06-19",2024,6,"kaZdZcwjJT0","2024-06-19T15:06:30Z","We Are Iowa Local 5 News","UCvoiXGD8UhXXKzbI-tYo_Ig","Here's what doctors say about the heat and its impact on prescription medications","https://www.youtube.com/watch?v=kaZdZcwjJT0","biological sex","all regions",17630397442231169024
"4094","September 14, 2024 at 02:53AM","2024-09-14",2024,9,"kBdhqhctbA0","2024-09-14T03:29:03Z","News18 Bihar Jharkhand","UC531MlZA5LUbeGwEN_zcppw","Transgender मधु के जिंदगी में आई खुशियां ! Bihar News | Top News | Nitish Kumar - YouTube","https://www.youtube.com/watch?v=kBdhqhctbA0","transgender","all regions",1916116072231156224
"4095","December 05, 2024 at 07:22AM","2024-12-05",2024,12,"kBmhB3BQb9Y","2024-12-05T00:17:28Z","KTVB","UCVKYCeuR3OyO-M2rfUXHDyg","Supreme Court hears case that could decide fate of transgender care for minors in Idaho ...","https://www.youtube.com/watch?v=kBmhB3BQb9Y","transgender","all regions",1916116072231156224
"4096","December 05, 2024 at 07:22AM","2024-12-05",2024,12,"kBmhB3BQb9Y","2024-12-05T00:17:28Z","KTVB","UCVKYCeuR3OyO-M2rfUXHDyg","Supreme Court hears case that could decide fate of transgender care for minors in Idaho ...","https://www.youtube.com/watch?v=kBmhB3BQb9Y","transgender","USA",11193014132467406848
"4097","April 23, 2024 at 06:56AM","2024-04-23",2024,4,"KCPYpSnb95s","2024-04-23T10:51:25Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Dripping Springs ISD school board meeting attendees discuss possible discrimination ... - YouTube","https://www.youtube.com/watch?v=KCPYpSnb95s","gender identity","all regions",14792114867614312448
"4098","June 24, 2024 at 07:50PM","2024-06-24",2024,6,"kcsO2poaKMw","2024-06-24T23:41:04Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Title IX and gender identity vote in Spring Branch worries some parents - YouTube","https://www.youtube.com/watch?v=kcsO2poaKMw","gender identity","all regions",14792114867614312448
"4099","June 24, 2024 at 07:50PM","2024-06-24",2024,6,"kcsO2poaKMw","2024-06-24T23:41:04Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Title IX and gender identity vote in Spring Branch worries some parents - YouTube","https://www.youtube.com/watch?v=kcsO2poaKMw","gender identity","USA",4028362110021709824
"4100","December 14, 2024 at 10:57PM","2024-12-14",2024,12,"kczgfZCzzfE","2024-12-15T03:54:09Z","KING 5 Seattle","UCp1KrVaZDZ7BOI_QBuTWWmg","WIAA to consider new rules for transgender athletes in sports - YouTube","https://www.youtube.com/watch?v=kczgfZCzzfE","transgender","all regions",1916116072231156224
"4101","December 14, 2024 at 10:57PM","2024-12-14",2024,12,"kczgfZCzzfE","2024-12-15T03:54:09Z","KING 5 Seattle","UCp1KrVaZDZ7BOI_QBuTWWmg","WIAA to consider new rules for transgender athletes in sports - YouTube","https://www.youtube.com/watch?v=kczgfZCzzfE","transgender","USA",11193014132467406848
"4102","July 02, 2024 at 07:41AM","2024-07-02",2024,7,"kD_5ul5yqDw","2024-07-02T11:30:21Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""The Party Of Gender Ideology!"" | Keir Starmer Says Transwomen Shouldn't Use Women's Toilets","https://www.youtube.com/watch?v=kD_5ul5yqDw","gender ideology",NA,8717893479030415360
"4103","October 25, 2024 at 11:36PM","2024-10-25",2024,10,"KDIm9TeNQO0","2024-10-26T03:14:01Z","The National Desk","UCvAnclelY8eSq8GyPE19KTw","Study breaks down issues impacting transgender teens - YouTube","https://www.youtube.com/watch?v=KDIm9TeNQO0","transgender","all regions",1916116072231156224
"4104","November 25, 2024 at 10:27AM","2024-11-25",2024,11,"kDNk_4Cn2K0","2024-11-25T15:19:28Z","The National Desk","UCvAnclelY8eSq8GyPE19KTw","Trump to ban transgender troops from military - YouTube","https://www.youtube.com/watch?v=kDNk_4Cn2K0","transgender","all regions",1916116072231156224
"4105","November 25, 2024 at 10:27AM","2024-11-25",2024,11,"kDNk_4Cn2K0","2024-11-25T15:19:28Z","The National Desk","UCvAnclelY8eSq8GyPE19KTw","Trump to ban transgender troops from military - YouTube","https://www.youtube.com/watch?v=kDNk_4Cn2K0","transgender","USA",11193014132467406848
