"","EntryPublished","the_day","year","month","video_ID","posted_on_YT","channel name","yt_long_ID","EntryTitle","EntryURL","keyword","region","RSS"
"1226","April 25, 2023 at 08:07PM","2023-04-25",2023,4,"K6LzPJoSccg","2023-04-25T22:34:55Z","WGN News","UCDrLGkZTcNCshOLiKi5NtEw","Montana House cancels after rally for transgender lawmaker - YouTube","https://www.youtube.com/watch?v=K6LzPJoSccg","transgender","USA",11193014132467406848
"1227","April 25, 2023 at 08:07PM","2023-04-25",2023,4,"K6LzPJoSccg","2023-04-25T22:34:55Z","WGN News","UCDrLGkZTcNCshOLiKi5NtEw","Montana House cancels after rally for transgender lawmaker - YouTube","https://www.youtube.com/watch?v=K6LzPJoSccg","transgender","all regions",1916116072231156224
"1228","October 30, 2023 at 11:41PM","2023-10-30",2023,10,"K6wWDY9qERo","2023-10-31T00:06:35Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Transgender women are women, Welsh government states' | The Times - YouTube","https://www.youtube.com/watch?v=K6wWDY9qERo","transgender","all regions",1916116072231156224
"1229","October 30, 2023 at 11:41PM","2023-10-30",2023,10,"K6wWDY9qERo","2023-10-31T00:06:35Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Transgender women are women, Welsh government states' | The Times - YouTube","https://www.youtube.com/watch?v=K6wWDY9qERo","transgender","USA",11193014132467406848
"1230","September 30, 2023 at 03:39PM","2023-09-30",2023,9,"KbaNCgCRhg4","2023-09-30T12:00:30Z","TMJ4 News","UCKdALw0BErtqmGI2AUtbbhg","The Spanish Center of Racine works to break down barriers - YouTube","https://www.youtube.com/watch?v=KbaNCgCRhg4","gender confusion","all regions",15648170854463737856
"1231","June 02, 2023 at 01:09AM","2023-06-02",2023,6,"KBmhr1im0fw","2023-06-01T22:53:23Z","FOX43 News","UCyWzxBs28XSI4_5NAmKFYbw","Gender transitioning: A different experience for everyone - YouTube","https://www.youtube.com/watch?v=KBmhr1im0fw","gender identity","USA",4028362110021709824
"1232","June 02, 2023 at 01:09AM","2023-06-02",2023,6,"KBmhr1im0fw","2023-06-01T22:53:23Z","FOX43 News","UCyWzxBs28XSI4_5NAmKFYbw","Gender transitioning: A different experience for everyone - YouTube","https://www.youtube.com/watch?v=KBmhr1im0fw","gender identity","all regions",14792114867614312448
"1233","December 03, 2023 at 06:54PM","2023-12-03",2023,12,"KbU0PB0obpE","2023-12-03T20:24:01Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Buying Silence: How oligarchs, corporations and plutocrats use the law to gag their critics","https://www.youtube.com/watch?v=KbU0PB0obpE","gender ideology","all regions",8717893479030415360
"1234","July 31, 2023 at 10:00AM","2023-07-31",2023,7,"KC_AQuIe0Lw","2023-07-31T11:00:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Sharron Davies: ""Lia Thomas Is A Fully Fledged Male With Male Genitalia"" - YouTube","https://www.youtube.com/watch?v=KC_AQuIe0Lw","transgender","USA",11193014132467406848
"1235","November 05, 2023 at 05:18PM","2023-11-05",2023,11,"kCb9Nxu-ebA","2023-11-05T22:15:02Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","GREATEST child ABUSE scandal: 'Changing sex of children' | Chris Elston - YouTube","https://www.youtube.com/watch?v=kCb9Nxu-ebA","gender ideology","all regions",8717893479030415360
"1236","May 18, 2023 at 01:22PM","2023-05-18",2023,5,"Kd46ccdiCH0","2023-05-18T13:30:08Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ","Will transgender butcher move prison?' - YouTube","https://www.youtube.com/watch?v=Kd46ccdiCH0","transgender","all regions",1916116072231156224
"1237","August 14, 2023 at 04:56PM","2023-08-14",2023,8,"KedMx5SaP7U","2023-08-14T19:30:04Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA","TASTE THE BACKLASH?: Candy giant debuts transgender ad campaign - YouTube","https://www.youtube.com/watch?v=KedMx5SaP7U","transgender","all regions",1916116072231156224
"1238","August 14, 2023 at 07:05PM","2023-08-14",2023,8,"KedMx5SaP7U","2023-08-14T19:30:04Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA","TASTE THE BACKLASH?: Candy giant debuts transgender ad campaign - YouTube","https://www.youtube.com/watch?v=KedMx5SaP7U","transgender","USA",11193014132467406848
"1239","October 25, 2023 at 07:27AM","2023-10-25",2023,10,"keHiz6QqlFM","2023-10-25T10:48:10Z","WUSA9","UCcT6w3xUyVshyR2_2vrMp1w","Vigil for transgender woman killed in DC - YouTube","https://www.youtube.com/watch?v=keHiz6QqlFM","transgender","all regions",1916116072231156224
"1240","October 25, 2023 at 06:49AM","2023-10-25",2023,10,"keHiz6QqlFM","2023-10-25T10:48:10Z","WUSA9","UCcT6w3xUyVshyR2_2vrMp1w","Vigil for transgender woman killed in DC - YouTube","https://www.youtube.com/watch?v=keHiz6QqlFM","transgender","USA",11193014132467406848
"1241","September 27, 2023 at 06:11PM","2023-09-27",2023,9,"KeNKzLo_Jhs","2023-09-27T03:34:25Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw","Virginia Beach School Board meeting on transgender model policy underway - YouTube","https://www.youtube.com/watch?v=KeNKzLo_Jhs","transgender","USA",11193014132467406848
"1242","September 27, 2023 at 12:42AM","2023-09-27",2023,9,"KeNKzLo_Jhs","2023-09-27T03:34:25Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw","Virginia Beach School Board meeting on transgender model policy underway - YouTube","https://www.youtube.com/watch?v=KeNKzLo_Jhs","transgender","all regions",1916116072231156224
"1243","November 06, 2023 at 05:40PM","2023-11-06",2023,11,"kfg9SeBEkF8","2023-11-06T22:16:41Z","WFAA","UCBu0KdNokE4MqdkacvH37_A","Man arrested in murder of Dallas transgender woman pleads guilty before trial - YouTube","https://www.youtube.com/watch?v=kfg9SeBEkF8","transgender","all regions",1916116072231156224
"1244","November 06, 2023 at 05:40PM","2023-11-06",2023,11,"kfg9SeBEkF8","2023-11-06T22:16:41Z","WFAA","UCBu0KdNokE4MqdkacvH37_A","Man arrested in murder of Dallas transgender woman pleads guilty before trial - YouTube","https://www.youtube.com/watch?v=kfg9SeBEkF8","transgender","USA",11193014132467406848
"1245","August 03, 2023 at 08:02AM","2023-08-03",2023,8,"kFqm8A9QDbw","2023-08-03T11:06:30Z","WTHR","UCSFLs1nwzqSC3Tq6cXhJkLg","Indiana transgender students to use bathrooms according to gender identities - YouTube","https://www.youtube.com/watch?v=kFqm8A9QDbw","gender identity","USA",4028362110021709824
"1246","August 03, 2023 at 08:02AM","2023-08-03",2023,8,"kFqm8A9QDbw","2023-08-03T11:06:30Z","WTHR","UCSFLs1nwzqSC3Tq6cXhJkLg","Indiana transgender students to use bathrooms according to gender identities - YouTube","https://www.youtube.com/watch?v=kFqm8A9QDbw","gender identity","all regions",14792114867614312448
"1247","October 02, 2023 at 12:02PM","2023-10-02",2023,10,"KGdpJTtijZk","2023-10-02T16:00:53Z","POLITICO","UCgjtvMmHXbutALaw9XzRkAg","Where GOP hopefuls stand on transgender issues - YouTube","https://www.youtube.com/watch?v=KGdpJTtijZk","transgender","all regions",1916116072231156224
"1248","October 02, 2023 at 12:02PM","2023-10-02",2023,10,"KGdpJTtijZk","2023-10-02T16:00:53Z","POLITICO","UCgjtvMmHXbutALaw9XzRkAg","Where GOP hopefuls stand on transgender issues - YouTube","https://www.youtube.com/watch?v=KGdpJTtijZk","transgender","USA",11193014132467406848
"1249","September 01, 2023 at 03:27PM","2023-09-01",2023,9,"KgdZ1LpwRYs","2023-09-01T18:30:14Z","Fox Business","UCCXoCcu9Rp7NPbTzIvogpZg","CA school district transgender push will go to the Supreme Court: Expert - YouTube","https://www.youtube.com/watch?v=KgdZ1LpwRYs","transgender","all regions",1916116072231156224
"1250","September 01, 2023 at 02:38PM","2023-09-01",2023,9,"KgdZ1LpwRYs","2023-09-01T18:30:14Z","Fox Business","UCCXoCcu9Rp7NPbTzIvogpZg","CA school district transgender push will go to the Supreme Court: Expert - YouTube","https://www.youtube.com/watch?v=KgdZ1LpwRYs","transgender","USA",11193014132467406848
"1251","September 20, 2023 at 07:16PM","2023-09-20",2023,9,"KI-4apesXZg","2023-09-20T21:40:18Z","Toronto Sun","UCkjNuLzfw5Ep7EJuMdeFylw","GENDER CURRICULUM RALLY: Protest, Counter protestors face off at Queens Park","https://www.youtube.com/watch?v=KI-4apesXZg","gender identity","USA",4028362110021709824
"1252","September 09, 2023 at 02:25PM","2023-09-09",2023,9,"kj8guu-MId0","2023-09-09T11:48:25Z","Birmingham Live ","UCXtdkietOoj4BrTOGQfXp6g","Boux Avenue sample sale to arrive in Birmingham this weekend with bargain prices as low as £3","https://www.youtube.com/watch?v=kj8guu-MId0","gender ideology","all regions",8717893479030415360
"1253","October 26, 2023 at 05:10AM","2023-10-26",2023,10,"kjl0teN62so","2023-10-25T13:00:39Z","Center for Strategic & International Studies","UCr5jq6MC_VCe1c5ciIZtk_w","Let's Talk About Gender - YouTube","https://www.youtube.com/watch?v=kjl0teN62so","gender identity","all regions",14792114867614312448
"1254","October 26, 2023 at 05:10AM","2023-10-26",2023,10,"kjl0teN62so","2023-10-25T13:00:39Z","Center for Strategic & International Studies","UCr5jq6MC_VCe1c5ciIZtk_w","Let's Talk About Gender - YouTube","https://www.youtube.com/watch?v=kjl0teN62so","gender ideology","all regions",8717893479030415360
"1255","July 15, 2023 at 02:16PM","2023-07-15",2023,7,"Kn9ennt8Tyg","2023-07-15T04:07:55Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","Transgender kids seek treatment across state lines - YouTube","https://www.youtube.com/watch?v=Kn9ennt8Tyg","transgenderism","all regions",15658552694435684352
"1256","August 14, 2023 at 05:57AM","2023-08-14",2023,8,"KNUr8hG1H5U","2023-08-14T09:45:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","“They're Afraid Of Being CANCELLED” Rosie Duffield Says Frontbenchers Agree With Her ...","https://www.youtube.com/watch?v=KNUr8hG1H5U","gender identity","all regions",14792114867614312448
"1257","August 25, 2023 at 08:28AM","2023-08-25",2023,8,"KoCGGbJXSjw","2023-08-24T21:54:07Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw","Virginia AG Miyares issues legal opinion defending Gov. Youngkin's transgender student policies","https://www.youtube.com/watch?v=KoCGGbJXSjw","transgender","USA",11193014132467406848
"1258","August 25, 2023 at 04:21PM","2023-08-25",2023,8,"KoCGGbJXSjw","2023-08-24T21:54:07Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw","Virginia AG Miyares issues legal opinion defending Gov. Youngkin's transgender student policies","https://www.youtube.com/watch?v=KoCGGbJXSjw","transgender","all regions",1916116072231156224
"1259","November 09, 2023 at 01:16AM","2023-11-09",2023,11,"Kp2OzA23GkU","2023-11-09T06:00:09Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Week of Prayer: Schools - YouTube","https://www.youtube.com/watch?v=Kp2OzA23GkU","gender ideology","all regions",8717893479030415360
"1260","June 21, 2023 at 10:46AM","2023-06-21",2023,6,"Kp3-t-ovvdM","2023-06-21T12:02:14Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg","New Brunswick Premier explains changes being made to Policy 713 on gender identity in schools","https://www.youtube.com/watch?v=Kp3-t-ovvdM","gender identity","USA",4028362110021709824
"1261","June 21, 2023 at 08:48AM","2023-06-21",2023,6,"Kp3-t-ovvdM","2023-06-21T12:02:14Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg","New Brunswick Premier explains changes being made to Policy 713 on gender identity in schools","https://www.youtube.com/watch?v=Kp3-t-ovvdM","gender identity","all regions",14792114867614312448
"1262","August 28, 2023 at 07:00AM","2023-08-28",2023,8,"KPcx_NXUIrc","2023-08-27T19:36:27Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Puberty is a basic human right!' | Gender-critical group targeted by trans activists in Iceland","https://www.youtube.com/watch?v=KPcx_NXUIrc","gender identity","all regions",14792114867614312448
"1263","August 27, 2023 at 03:40PM","2023-08-27",2023,8,"KPcx_NXUIrc","2023-08-27T19:36:27Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Puberty is a basic human right!' | Gender-critical group targeted by trans activists in Iceland","https://www.youtube.com/watch?v=KPcx_NXUIrc","gender ideology","all regions",8717893479030415360
"1264","September 30, 2023 at 05:59PM","2023-09-30",2023,9,"KpU43LnvcGU","2023-09-30T21:55:57Z","TVC News Nigeria","UCgp4A6I8LCWrhUzn-5SbKvA","Lagos Government Honours Groups, Persons For Contribution In Tackling Gender Based Violence","https://www.youtube.com/watch?v=KpU43LnvcGU","gender confusion","all regions",15648170854463737856
"1265","December 02, 2023 at 02:16PM","2023-12-02",2023,12,"kqrUUfWc8Ow","2023-12-02T03:44:40Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ","Farage's Girlfriend Exclusive: Laure Ferrari opens up about Nigel in her first-ever TV interview","https://www.youtube.com/watch?v=kqrUUfWc8Ow","gender ideology","all regions",8717893479030415360
"1266","June 14, 2023 at 06:13AM","2023-06-14",2023,6,"kREld_j1jh0","2023-06-13T22:00:20Z","Dr. Steve Turley","UCCsiAKRKcgzA_372WbXNBaw","Woke Gender Ideology Is Finally Imploding!!! - YouTube","https://www.youtube.com/watch?v=kREld_j1jh0","gender ideology","all regions",8717893479030415360
"1267","March 11, 2023 at 12:23AM","2023-03-11",2023,3,"krLQeiQid4k","2023-03-11T05:21:31Z","We Are Iowa Local 5 News","UCvoiXGD8UhXXKzbI-tYo_Ig","Gov. Ron DeSantis discusses critical race theory, gender identity during Iowa visit - YouTube","https://www.youtube.com/watch?v=krLQeiQid4k","gender identity","all regions",14792114867614312448
"1268","June 28, 2023 at 11:36AM","2023-06-28",2023,6,"krtGFWh_z_c","2023-06-28T13:14:23Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","The California Governor could be 'done' if he signs new trans bill - YouTube","https://www.youtube.com/watch?v=krtGFWh_z_c","gender confusion","all regions",15648170854463737856
"1269","November 26, 2023 at 02:30PM","2023-11-26",2023,11,"kS92q6KNGRw","2023-11-26T19:17:15Z","Italy Report","UCJjwmmLzBK5etD-jSW4f6tw","Metafisica del sesso di Julius Evola: secondo capitolo, il Mito dell'Androgine - YouTube","https://www.youtube.com/watch?v=kS92q6KNGRw","transgenderism","all regions",15658552694435684352
"1270","August 13, 2023 at 02:45AM","2023-08-13",2023,8,"KtKUjpaM4j0","2023-08-12T21:00:07Z","djvlad","UCg7lal8IC-xPyKfgH4rdUcA","Meghann Cuniff on Iggy Azalea & Tory Lanez's Hair Doctor Writing Letters to Judge (Part 4)","https://www.youtube.com/watch?v=KtKUjpaM4j0","gender identity","all regions",14792114867614312448
"1271","August 13, 2023 at 02:45AM","2023-08-13",2023,8,"KtKUjpaM4j0","2023-08-12T21:00:07Z","djvlad","UCg7lal8IC-xPyKfgH4rdUcA","Meghann Cuniff on Iggy Azalea & Tory Lanez's Hair Doctor Writing Letters to Judge (Part 4)","https://www.youtube.com/watch?v=KtKUjpaM4j0","gender identity","USA",4028362110021709824
"1272","September 29, 2023 at 08:29AM","2023-09-29",2023,9,"KtsjBxQ61NI","2023-09-28T21:50:00Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw","Beryl Musila sentenced to life in prison for murder of Ronald Worsfold - YouTube","https://www.youtube.com/watch?v=KtsjBxQ61NI","gender ideology","all regions",8717893479030415360
"1273","November 24, 2023 at 07:45AM","2023-11-24",2023,11,"KtxI7fjxESU","2023-11-24T06:20:05Z","Tv9 Kannada","UC8dnBi4WUErqYQHZ4PfsLTg","Youth Fined For Begging On Metro Train In Bengaluru ಮೆಟ್ರೋ ರೈಲಿನಲ್ಲಿ ಭಿಕ್ಷೆ ...","https://www.youtube.com/watch?v=KtxI7fjxESU","gender ideology","all regions",8717893479030415360
"1274","November 15, 2023 at 03:09PM","2023-11-15",2023,11,"KU9cNAC4nJU","2023-11-15T16:45:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","BBC Apologises For Claiming Israeli Forces Were ""Targeting Medical Staff"" - YouTube","https://www.youtube.com/watch?v=KU9cNAC4nJU","gender ideology","all regions",8717893479030415360
"1275","October 10, 2023 at 08:08PM","2023-10-10",2023,10,"kUJh41m7gTs","2023-10-10T23:35:35Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw","Edmonton Mayor Sohi denounces terrorism, voices support for Jewish and Palestinian communities","https://www.youtube.com/watch?v=kUJh41m7gTs","gender ideology","all regions",8717893479030415360
"1276","October 20, 2023 at 06:21PM","2023-10-20",2023,10,"KukmeAW8o50","2023-10-20T14:34:32Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Tory MPs: 'Sex ed transparency vital' - YouTube","https://www.youtube.com/watch?v=KukmeAW8o50","biological sex","USA",16843718063138846720
"1277","October 20, 2023 at 06:21PM","2023-10-20",2023,10,"KukmeAW8o50","2023-10-20T14:34:32Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Tory MPs: 'Sex ed transparency vital' - YouTube","https://www.youtube.com/watch?v=KukmeAW8o50","biological sex","all regions",17630397442231169024
"1278","June 08, 2023 at 05:47PM","2023-06-08",2023,6,"kVCdNLUhZz4","2023-06-08T21:00:33Z","Tampa Bay 28","UCK0UUsCjtMRNtS3BPh1Yc4w","US judge blocks Florida ban on trans minor care in narrow ruling - YouTube","https://www.youtube.com/watch?v=kVCdNLUhZz4","gender identity","USA",4028362110021709824
"1279","June 08, 2023 at 05:47PM","2023-06-08",2023,6,"kVCdNLUhZz4","2023-06-08T21:00:33Z","Tampa Bay 28","UCK0UUsCjtMRNtS3BPh1Yc4w","US judge blocks Florida ban on trans minor care in narrow ruling - YouTube","https://www.youtube.com/watch?v=kVCdNLUhZz4","gender identity","all regions",14792114867614312448
"1280","April 21, 2023 at 04:13PM","2023-04-21",2023,4,"kW-0-gXStQA","2023-04-21T19:45:01Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg","Ron DeSantis: It is WRONG to teach students that gender is a choice - YouTube","https://www.youtube.com/watch?v=kW-0-gXStQA","transgenderism","all regions",15658552694435684352
"1281","October 02, 2023 at 12:05PM","2023-10-02",2023,10,"kw-wyvxFKe0","2023-10-02T13:31:34Z","therhodeshow","UCgshKBtxkqc6P_YyF25OHyQ","What to expect at your child's 1st dentist visit - YouTube","https://www.youtube.com/watch?v=kw-wyvxFKe0","gender confusion","all regions",15648170854463737856
"1282","October 20, 2023 at 10:24AM","2023-10-20",2023,10,"kw61iQXlzH4","2023-10-20T13:54:08Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Ordinary work of churches threatened by 'conversion therapy' Bill - YouTube","https://www.youtube.com/watch?v=kw61iQXlzH4","biological sex","all regions",17630397442231169024
"1283","October 20, 2023 at 06:21PM","2023-10-20",2023,10,"kw61iQXlzH4","2023-10-20T13:54:08Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA","Ordinary work of churches threatened by 'conversion therapy' Bill - YouTube","https://www.youtube.com/watch?v=kw61iQXlzH4","biological sex","USA",16843718063138846720
"1284","October 04, 2023 at 01:49PM","2023-10-04",2023,10,"KWdBoykVYLU","2023-10-04T13:48:08Z","CBS Mornings","UC-SJ6nODDmufqBzPBwCvYvQ","Catholic Church discusses role of women, LGBTQ+ rights - YouTube","https://www.youtube.com/watch?v=KWdBoykVYLU","gender confusion","all regions",15648170854463737856
"1285","September 11, 2023 at 05:24PM","2023-09-11",2023,9,"kWSmYW6BoE0","2023-09-11T21:19:42Z","FOX40 News","UC64F2oovpjsxy06vTdrJG-g","Legal Basis Behind the District Gender Reporting - YouTube","https://www.youtube.com/watch?v=kWSmYW6BoE0","gender identity","USA",4028362110021709824
"1286","September 11, 2023 at 05:48PM","2023-09-11",2023,9,"kWSmYW6BoE0","2023-09-11T21:19:42Z","FOX40 News","UC64F2oovpjsxy06vTdrJG-g","Legal Basis Behind the District Gender Reporting - YouTube","https://www.youtube.com/watch?v=kWSmYW6BoE0","gender identity","all regions",14792114867614312448
"1287","January 29, 2023 at 08:04PM","2023-01-29",2023,1,"KWUIsQ7PChQ","2023-01-30T00:49:32Z","Geo News","UC_vt34wimdCzdkrzVejwX9g","Good news for transgender people in Pakistan - Shahzia Marri - Benazir Income Support Programme","https://www.youtube.com/watch?v=KWUIsQ7PChQ","transgender","USA",11193014132467406848
"1288","January 29, 2023 at 08:04PM","2023-01-29",2023,1,"KWUIsQ7PChQ","2023-01-30T00:49:32Z","Geo News","UC_vt34wimdCzdkrzVejwX9g","Good news for transgender people in Pakistan - Shahzia Marri - Benazir Income Support Programme","https://www.youtube.com/watch?v=KWUIsQ7PChQ","transgender","all regions",1916116072231156224
"1289","June 13, 2023 at 03:44PM","2023-06-13",2023,6,"kWyc77_iOv4","2023-06-13T19:28:30Z","LARRY with Larry O'Connor","UCCj2OE6mkIuPY3vP4pazmqQ","KJP ATTACKS reporter as ""dangerous"" for being concerned about women's sports","https://www.youtube.com/watch?v=kWyc77_iOv4","gender ideology","all regions",8717893479030415360
"1290","September 04, 2023 at 06:17AM","2023-09-04",2023,9,"kXVGrmf36pw","2023-09-04T03:01:38Z","FOX 7 Austin","UC5maSolHQX9er0BOxrzjMwA","Texas: The Issue Is - Katy ISD enacts new gender policy | FOX 7 Austin - YouTube","https://www.youtube.com/watch?v=kXVGrmf36pw","gender identity","all regions",14792114867614312448
"1291","September 29, 2023 at 06:27PM","2023-09-29",2023,9,"kyYT_YJREl4","2023-09-29T15:56:54Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA","TRANSGENDER ACTIVISM' Top Issue Among GOP Voters: SHOCK POLL - YouTube","https://www.youtube.com/watch?v=kyYT_YJREl4","transgender","all regions",1916116072231156224
"1292","November 14, 2023 at 03:37PM","2023-11-14",2023,11,"kzEZ-nA28Eg","2023-11-14T11:55:14Z","WFAA","UCBu0KdNokE4MqdkacvH37_A","Texas school district reinstates school's 'Oklahoma!' cast following support for transgender lead","https://www.youtube.com/watch?v=kzEZ-nA28Eg","transgender","USA",11193014132467406848
"1293","October 02, 2023 at 06:51PM","2023-10-02",2023,10,"kZn2dhY8MVA","2023-10-02T22:44:22Z","WBAL-TV 11 Baltimore","UCpmb83_U37eDBlgEezsxK7w","Woman's Doctor: Young breast cancer patients becoming more common - YouTube","https://www.youtube.com/watch?v=kZn2dhY8MVA","gender confusion","all regions",15648170854463737856
"1294","August 09, 2023 at 12:26PM","2023-08-09",2023,8,"kzY9pQmxzmo","2023-08-08T22:00:09Z","Allie Beth Stuckey","UCx_2Vso6Qz76n-w5KV8DZcA","Vivek Ramaswamy: Can a Non-Christian Champion Christian Values? | Ep 582 - YouTube","https://www.youtube.com/watch?v=kzY9pQmxzmo","gender ideology","all regions",8717893479030415360
"1295","February 13, 2023 at 06:26PM","2023-02-13",2023,2,"L_PdFzuX0rA","2023-02-13T23:24:14Z","WTXL - Tallahassee, FL","UCqU2iMFdzqfexHNfxTcPJzw","Florida Boards of Medicine, Osteopathic Medicine ban transgender care for youth - YouTube","https://www.youtube.com/watch?v=L_PdFzuX0rA","transgender","all regions",1916116072231156224
"1296","February 13, 2023 at 06:26PM","2023-02-13",2023,2,"L_PdFzuX0rA","2023-02-13T23:24:14Z","WTXL - Tallahassee, FL","UCqU2iMFdzqfexHNfxTcPJzw","Florida Boards of Medicine, Osteopathic Medicine ban transgender care for youth - YouTube","https://www.youtube.com/watch?v=L_PdFzuX0rA","transgender","USA",11193014132467406848
"1297","December 13, 2023 at 11:42PM","2023-12-13",2023,12,"L_Tkc9ljzfQ","2023-12-14T04:25:48Z","WBNS 10TV","UCAKK8dbcSmckr2sWJhv5ezA","Ohio Senate, House pass ban on gender-affirming care for minors, transgender athletes in girls sport","https://www.youtube.com/watch?v=L_Tkc9ljzfQ","transgender","all regions",1916116072231156224
"1298","December 14, 2023 at 07:29AM","2023-12-14",2023,12,"L_Tkc9ljzfQ","2023-12-14T04:25:48Z","WBNS 10TV","UCAKK8dbcSmckr2sWJhv5ezA","Ohio Senate, House pass ban on gender-affirming care for minors, transgender athletes in girls sport","https://www.youtube.com/watch?v=L_Tkc9ljzfQ","transgender","USA",11193014132467406848
"1299","October 03, 2023 at 09:12AM","2023-10-03",2023,10,"L-9eqBCOcDo","2023-10-03T11:55:15Z","ABC News (Australia)","UCVgO39Bk5sMo66-6o6Spn6Q","Women to vote for first time at Synod of Bishops discussing the Catholic Church's future | The World","https://www.youtube.com/watch?v=L-9eqBCOcDo","gender confusion","all regions",15648170854463737856
"1300","October 27, 2023 at 02:07PM","2023-10-27",2023,10,"L0A0UlfGMyM","2023-10-26T22:51:02Z","KJRH -TV | Tulsa | Channel 2","UChrpaYlmaVsVyEF0bTqmuHw","SBOE meeting talks TPS accreditation and denial of gender change on school documents","https://www.youtube.com/watch?v=L0A0UlfGMyM","gender identity","all regions",14792114867614312448
"1301","September 13, 2023 at 05:11PM","2023-09-13",2023,9,"L0gCv-_9P4o","2023-09-13T14:29:50Z","Bethany Lutheran College","UC4B_5ZXR_q0kGKmL3Z6M6AA","2023-24 Bethany Fund Announcement with Dr. Gene Pfeifer - YouTube","https://www.youtube.com/watch?v=L0gCv-_9P4o","transgenderism","all regions",15658552694435684352
"1302","June 26, 2023 at 06:01PM","2023-06-26",2023,6,"l1nVbSQv-d4","2023-06-26T22:00:32Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A","Lecce RUNS AWAY as parents slam gender ideology in Ontario schools - YouTube","https://www.youtube.com/watch?v=l1nVbSQv-d4","gender ideology","all regions",8717893479030415360
"1303","June 17, 2023 at 11:04AM","2023-06-17",2023,6,"l38i2c6oLzk","2023-06-17T14:52:27Z","Attitude Magazine","UC7HfX5mUce4gM06_9rT03iQ","Gottmik's drag was 'a necessity to be able to go out' and explore gender identity - YouTube","https://www.youtube.com/watch?v=l38i2c6oLzk","gender identity","all regions",14792114867614312448
"1304","July 01, 2023 at 03:56PM","2023-07-01",2023,7,"l3zyMseP9EY","2023-07-01T19:54:20Z","WSMV 4 Nashville","UCW3Vc0gEOccJrQC-a25nGdg","TN AG to appeal transgender youth care ban block - YouTube","https://www.youtube.com/watch?v=l3zyMseP9EY","transgender","USA",11193014132467406848
"1305","June 26, 2023 at 06:33PM","2023-06-26",2023,6,"L4_hGHLrjlg","2023-06-26T16:00:11Z","Vlad Savchuk","UC1DuOQg0-nr99t17Ca8Hlag","Should Christians Use Preferred Pronouns? - YouTube","https://www.youtube.com/watch?v=L4_hGHLrjlg","biological sex","USA",16843718063138846720
"1306","June 26, 2023 at 06:33PM","2023-06-26",2023,6,"L4_hGHLrjlg","2023-06-26T16:00:11Z","Vlad Savchuk","UC1DuOQg0-nr99t17Ca8Hlag","Should Christians Use Preferred Pronouns? - YouTube","https://www.youtube.com/watch?v=L4_hGHLrjlg","transgenderism","all regions",15658552694435684352
"1307","June 26, 2023 at 06:33PM","2023-06-26",2023,6,"L4_hGHLrjlg","2023-06-26T16:00:11Z","Vlad Savchuk","UC1DuOQg0-nr99t17Ca8Hlag","Should Christians Use Preferred Pronouns? - YouTube","https://www.youtube.com/watch?v=L4_hGHLrjlg","biological sex","all regions",17630397442231169024
"1308","October 05, 2023 at 06:50PM","2023-10-05",2023,10,"L4F_0a1H0hg","2023-10-05T06:48:39Z","ETHealthWorld","UCGnWQ8rAFVuncSD9HKBjSEQ","Dr Sunita Maheshwari shares her insights at the 3rd edition of #ETHealthcareLeaders Summit","https://www.youtube.com/watch?v=L4F_0a1H0hg","gender confusion","all regions",15648170854463737856
