"","year","pullURL","url_stub","country","publication","pubdate","articleID"
"236",2025,"pressreader.com","uk/daily-mail/20251024/282333981135155","uk","daily mail","20251024","282333981135155"
"237",2025,"pressreader.com","uk/daily-mail/20251206/281771340507372","uk","daily mail","20251206","281771340507372"
"238",2025,"pressreader.com","uk/daily-mail/20251206/281771340507372","uk","daily mail","20251206","281771340507372"
"239",2025,"pressreader.com","uk/daily-mail/20251203/281925959323119","uk","daily mail","20251203","281925959323119"
"240",2025,"pressreader.com","uk/daily-mail/20251103/281633901485544","uk","daily mail","20251103","281633901485544"
"241",2025,"pressreader.com","uk/daily-mail/20251013/281788520265739","uk","daily mail","20251013","281788520265739"
"242",2025,"pressreader.com","uk/daily-mail/20251023/282007563618369","uk","daily mail","20251023","282007563618369"
"243",2025,"pressreader.com","uk/daily-mail/20251024/282333981135155","uk","daily mail","20251024","282333981135155"
"244",2025,"pressreader.com","uk/daily-mail/20251222/281758455637059","uk","daily mail","20251222","281758455637059"
"245",2025,"pressreader.com","uk/daily-mail/20251230/281569477089908","uk","daily mail","20251230","281569477089908"
"246",2025,"pressreader.com","uk/daily-mail/20250415/281938843754469","uk","daily mail","20250415","281938843754469"
"247",2025,"pressreader.com","uk/daily-mail/20250809/281930254056381","uk","daily mail","20250809","281930254056381"
"248",2025,"pressreader.com","uk/daily-mail/20250415/281938843754469","uk","daily mail","20250415","281938843754469"
"249",2025,"pressreader.com","uk/daily-mail/20250806/281741275488591","uk","daily mail","20250806","281741275488591"
"250",2025,"pressreader.com","uk/daily-mail/20250809/281930254056381","uk","daily mail","20250809","281930254056381"
"251",2025,"pressreader.com","uk/daily-mail/20250717/281702620742910","uk","daily mail","20250717","281702620742910"
"252",2025,"pressreader.com","uk/daily-mail/20250718/281951728848322","uk","daily mail","20250718","281951728848322"
"253",2025,"pressreader.com","uk/daily-mail/20250517/282183656955490","uk","daily mail","20250517","282183656955490"
"254",2024,"pressreader.com","uk/daily-mail/20241219/281913073714372","uk","daily mail","20241219","281913073714372"
"255",2024,"pressreader.com","uk/daily-mail/20241226/281621015950921","uk","daily mail","20241226","281621015950921"
"256",2024,"pressreader.com","uk/daily-mail/20241226/281629605885513","uk","daily mail","20241226","281629605885513"
"257",2024,"pressreader.com","uk/daily-mail/20241226/281621015950921","uk","daily mail","20241226","281621015950921"
"258",2024,"pressreader.com","uk/daily-mail/20241219/281913073714372","uk","daily mail","20241219","281913073714372"
"259",2024,"pressreader.com","uk/daily-mail/20241226/281621015950921","uk","daily mail","20241226","281621015950921"
"260",2024,"pressreader.com","uk/daily-mail/20241111/281741274943007","uk","daily mail","20241111","281741274943007"
"261",2026,"pressreader.com","uk/daily-mail/20260117/281771340587678","uk","daily mail","20260117","281771340587678"
"262",2025,"pressreader.com","uk/daily-mail/20251222/281758455637059","uk","daily mail","20251222","281758455637059"
"263",2025,"pressreader.com","uk/daily-mail/20251226/281990383878183","uk","daily mail","20251226","281990383878183"
"264",2025,"pressreader.com","uk/daily-mirror-northern-ireland/20250909/281681146014897","uk","daily mirror northern ireland","20250909","281681146014897"
"265",2025,"pressreader.com","uk/daily-mirror-northern-ireland/20250909/281681146014897","uk","daily mirror northern ireland","20250909","281681146014897"
"266",2025,"pressreader.com","uk/daily-record/20251211/281629606596428","uk","daily record","20251211","281629606596428"
"267",2025,"pressreader.com","uk/daily-record/20251004/282303916324051","uk","daily record","20251004","282303916324051"
"268",2025,"pressreader.com","uk/daily-record/20250722/281513642191801","uk","daily record","20250722","281513642191801"
"269",2025,"pressreader.com","uk/daily-record/20250728/282239491676999","uk","daily record","20250728","282239491676999"
"270",2025,"pressreader.com","uk/daily-record/20250526/281771340112577","uk","daily record","20250526","281771340112577"
"271",2025,"pressreader.com","uk/dunfermline-press/20250814/282325391057863","uk","dunfermline press","20250814","282325391057863"
"272",2025,"pressreader.com","uk/dunfermline-press/20250814/282325391057863","uk","dunfermline press","20250814","282325391057863"
"273",2026,"pressreader.com","uk/edinburgh-evening-news/20260124/281930254391841","uk","edinburgh evening news","20260124","281930254391841"
"274",2026,"pressreader.com","uk/edinburgh-evening-news/20260124/281930254391841","uk","edinburgh evening news","20260124","281930254391841"
"275",2025,"pressreader.com","uk/edinburgh-evening-news/20251231/282020448658361","uk","edinburgh evening news","20251231","282020448658361"
"276",2025,"pressreader.com","uk/edinburgh-evening-news/20251231/282020448658361","uk","edinburgh evening news","20251231","282020448658361"
"277",2025,"pressreader.com","uk/edinburgh-evening-news/20250828/281977498733996","uk","edinburgh evening news","20250828","281977498733996"
"278",2025,"pressreader.com","uk/evening-telegraph-first-edition/20251113/281599541769461","uk","evening telegraph first edition","20251113","281599541769461"
"279",2025,"pressreader.com","uk/evening-telegraph-first-edition/20251014/281754160530859","uk","evening telegraph first edition","20251014","281754160530859"
"280",2025,"pressreader.com","uk/evening-telegraph-first-edition/20251113/281599541769461","uk","evening telegraph first edition","20251113","281599541769461"
"281",2025,"pressreader.com","uk/evening-telegraph-first-edition/20250812/281625311384731","uk","evening telegraph first edition","20250812","281625311384731"
"282",2025,"pressreader.com","uk/evening-telegraph-first-edition/20250705/281621016340689","uk","evening telegraph first edition","20250705","281621016340689"
"283",2025,"pressreader.com","uk/features/20251231/281556592190215","uk","features","20251231","281556592190215"
"284",2025,"pressreader.com","uk/features/20251209/281543707246041","uk","features","20251209","281543707246041"
"285",2025,"pressreader.com","uk/features/20251212/281586656925757","uk","features","20251212","281586656925757"
"286",2025,"pressreader.com","uk/features/20250807/281556591897102","uk","features","20250807","281556591897102"
"287",2025,"pressreader.com","uk/features/20250617/281565181726689","uk","features","20250617","281565181726689"
"288",2024,"pressreader.com","uk/features/20241211/281505051804306","uk","features","20241211","281505051804306"
"289",2024,"pressreader.com","uk/features/20241021/281556591296826","uk","features","20241021","281556591296826"
"290",2024,"pressreader.com","uk/features/20241021/281556591296826","uk","features","20241021","281556591296826"
"291",2025,"pressreader.com","uk/features/20251231/281556592190215","uk","features","20251231","281556592190215"
"292",2025,"pressreader.com","uk/features/20250910/281586656735694","uk","features","20250910","281586656735694"
"293",2024,"pressreader.com","uk/features/20241021/281556591296826","uk","features","20241021","281556591296826"
"294",2025,"pressreader.com","uk/glasgow-times/20250524/281749865274128","uk","glasgow times","20250524","281749865274128"
"295",2025,"pressreader.com","uk/glasgow-times/20250524/281749865274128","uk","glasgow times","20250524","281749865274128"
"296",2025,"pressreader.com","uk/greenock-telegraph/20251224/281629606623401","uk","greenock telegraph","20251224","281629606623401"
"297",2025,"pressreader.com","uk/hinckley-times/20250521/281745570298410","uk","hinckley times","20250521","281745570298410"
"298",2025,"pressreader.com","uk/holyrood/20251215/281530822352536","uk","holyrood","20251215","281530822352536"
"299",2025,"pressreader.com","uk/holyrood/20251215/281530822352536","uk","holyrood","20251215","281530822352536"
"300",2025,"pressreader.com","uk/horse-hound/20250327/282213721622260","uk","horse hound","20250327","282213721622260"
"301",2025,"pressreader.com","uk/impartial-reporter/20251225/281900189564549","uk","impartial reporter","20251225","281900189564549"
"302",2025,"pressreader.com","uk/impartial-reporter/20251225/281900189564549","uk","impartial reporter","20251225","281900189564549"
"303",2025,"pressreader.com","uk/leicester-mercury/20250512/281694030672343","uk","leicester mercury","20250512","281694030672343"
"304",2025,"pressreader.com","uk/maidenhead-advertiser/20250711/281552296875327","uk","maidenhead advertiser","20250711","281552296875327"
"305",2025,"pressreader.com","uk/metro-uk/20251027/281706915915361","uk","metro uk","20251027","281706915915361"
"306",2025,"pressreader.com","uk/metro-uk/20251027/281706915915361","uk","metro uk","20251027","281706915915361"
"307",2025,"pressreader.com","uk/metro-uk/20251027/281706915915361","uk","metro uk","20251027","281706915915361"
"308",2025,"pressreader.com","uk/metro-uk/20251014/281724095758148","uk","metro uk","20251014","281724095758148"
"309",2025,"pressreader.com","uk/metro-uk/20250806/281492167385254","uk","metro uk","20250806","281492167385254"
"310",2026,"pressreader.com","uk/morning-star/20260212/281775635607049","uk","morning star","20260212","281775635607049"
"311",2025,"pressreader.com","uk/morning-star/20250308/281741275181442","uk","morning star","20250308","281741275181442"
"312",2025,"pressreader.com","uk/morning-star/20250908/281895894376390","uk","morning star","20250908","281895894376390"
"313",2025,"pressreader.com","uk/morning-star/20250524/281535116907472","uk","morning star","20250524","281535116907472"
"314",2024,"pressreader.com","uk/morning-star/20241010/281762749695828","uk","morning star","20241010","281762749695828"
"315",2024,"pressreader.com","uk/morning-star/20241211/281878713958415","uk","morning star","20241211","281878713958415"
"316",2025,"pressreader.com","uk/paisley-daily-express/20251004/281513642341304","uk","paisley daily express","20251004","281513642341304"
"317",2025,"pressreader.com","uk/paisley-daily-express/20250802/281599541560373","uk","paisley daily express","20250802","281599541560373"
"318",2026,"pressreader.com","uk/retford-times/20260212/281543707373444","uk","retford times","20260212","281543707373444"
"319",2026,"pressreader.com","uk/retford-times/20260212/281543707373444","uk","retford times","20260212","281543707373444"
"320",2025,"pressreader.com","uk/saturday-magazine/20251004/281805700112763","uk","saturday magazine","20251004","281805700112763"
"321",2025,"pressreader.com","uk/saturday-magazine/20251108/281754160576542","uk","saturday magazine","20251108","281754160576542"
"322",2026,"pressreader.com","uk/scottish-daily-mail/20260211/281775635605274","uk","scottish daily mail","20260211","281775635605274"
"323",2026,"pressreader.com","uk/scottish-daily-mail/20260216/281655376530905","uk","scottish daily mail","20260216","281655376530905"
"324",2025,"pressreader.com","uk/scottish-daily-mail/20251220/281530822367328","uk","scottish daily mail","20251220","281530822367328"
"325",2025,"pressreader.com","uk/scottish-daily-mail/20251013/282037628369163","uk","scottish daily mail","20251013","282037628369163"
"326",2025,"pressreader.com","uk/scottish-daily-mail/20251020/281943139102889","uk","scottish daily mail","20251020","281943139102889"
"327",2025,"pressreader.com","uk/scottish-daily-mail/20251215/281913074445601","uk","scottish daily mail","20251215","281913074445601"
"328",2026,"pressreader.com","uk/scottish-daily-mail/20260109/282080578217047","uk","scottish daily mail","20260109","282080578217047"
"329",2025,"pressreader.com","uk/scottish-daily-mail/20251209/281621016657306","uk","scottish daily mail","20251209","281621016657306"
"330",2025,"pressreader.com","uk/scottish-daily-mail/20251215/281913074445601","uk","scottish daily mail","20251215","281913074445601"
"331",2025,"pressreader.com","uk/scottish-daily-mail/20251202/281552297166324","uk","scottish daily mail","20251202","281552297166324"
"332",2025,"pressreader.com","uk/scottish-daily-mail/20251013/282037628369163","uk","scottish daily mail","20251013","282037628369163"
"333",2025,"pressreader.com","uk/scottish-daily-mail/20251015/281951729027440","uk","scottish daily mail","20251015","281951729027440"
"334",2025,"pressreader.com","uk/scottish-daily-mail/20251018/282132117660637","uk","scottish daily mail","20251018","282132117660637"
"335",2025,"pressreader.com","uk/scottish-daily-mail/20251020/281943139102889","uk","scottish daily mail","20251020","281943139102889"
"336",2025,"pressreader.com","uk/scottish-daily-mail/20250906/281513642284531","uk","scottish daily mail","20250906","281513642284531"
"337",2025,"pressreader.com","uk/scottish-daily-mail/20250826/281848649710482","uk","scottish daily mail","20250826","281848649710482"
"338",2025,"pressreader.com","uk/scottish-daily-mail/20250905/281792815156480","uk","scottish daily mail","20250905","281792815156480"
"339",2025,"pressreader.com","uk/scottish-daily-mail/20251006/281685441036706","uk","scottish daily mail","20251006","281685441036706"
"340",2025,"pressreader.com","uk/scottish-daily-mail/20251220/281530822367328","uk","scottish daily mail","20251220","281530822367328"
"341",2025,"pressreader.com","uk/scottish-daily-mail/20251220/281689736157280","uk","scottish daily mail","20251220","281689736157280"
"342",2025,"pressreader.com","uk/scottish-daily-mail/20251224/281754160674158","uk","scottish daily mail","20251224","281754160674158"
"343",2025,"pressreader.com","uk/scottish-daily-mail/20250415/281492167155976","uk","scottish daily mail","20250415","281492167155976"
"344",2025,"pressreader.com","uk/scottish-daily-mail/20250317/281616721148082","uk","scottish daily mail","20250317","281616721148082"
"345",2025,"pressreader.com","uk/scottish-daily-mail/20250826/281848649710482","uk","scottish daily mail","20250826","281848649710482"
"346",2025,"pressreader.com","uk/scottish-daily-mail/20250811/281801405040677","uk","scottish daily mail","20250811","281801405040677"
"347",2025,"pressreader.com","uk/scottish-daily-mail/20250811/281827174844453","uk","scottish daily mail","20250811","281827174844453"
"348",2025,"pressreader.com","uk/scottish-daily-mail/20250721/281685440881726","uk","scottish daily mail","20250721","281685440881726"
"349",2025,"pressreader.com","uk/scottish-daily-mail/20250722/281655376112682","uk","scottish daily mail","20250722","281655376112682"
"350",2025,"pressreader.com","uk/scottish-daily-mail/20250705/281745570391095","uk","scottish daily mail","20250705","281745570391095"
"351",2025,"pressreader.com","uk/scottish-daily-mail/20250609/281543706874354","uk","scottish daily mail","20250609","281543706874354"
"352",2025,"pressreader.com","uk/scottish-daily-mail/20250616/281968908650616","uk","scottish daily mail","20250616","281968908650616"
"353",2025,"pressreader.com","uk/scottish-daily-mail/20250524/281612426319502","uk","scottish daily mail","20250524","281612426319502"
"354",2025,"pressreader.com","uk/scottish-daily-mail/20250526/281878714295074","uk","scottish daily mail","20250526","281878714295074"
"355",2025,"pressreader.com","uk/scottish-daily-mail/20250415/281492167155976","uk","scottish daily mail","20250415","281492167155976"
"356",2025,"pressreader.com","uk/scottish-daily-mail/20250317/281616721148082","uk","scottish daily mail","20250317","281616721148082"
"357",2025,"pressreader.com","uk/scottish-daily-mail/20250823/281784225195998","uk","scottish daily mail","20250823","281784225195998"
"358",2025,"pressreader.com","uk/scottish-daily-mail/20250802/281642491234070","uk","scottish daily mail","20250802","281642491234070"
"359",2025,"pressreader.com","uk/scottish-daily-mail/20250805/281646786206161","uk","scottish daily mail","20250805","281646786206161"
"360",2025,"pressreader.com","uk/scottish-daily-mail/20250811/281801405040677","uk","scottish daily mail","20250811","281801405040677"
"361",2025,"pressreader.com","uk/scottish-daily-mail/20250811/281827174844453","uk","scottish daily mail","20250811","281827174844453"
"362",2025,"pressreader.com","uk/scottish-daily-mail/20250721/281685440881726","uk","scottish daily mail","20250721","281685440881726"
"363",2025,"pressreader.com","uk/scottish-daily-mail/20250722/281655376112682","uk","scottish daily mail","20250722","281655376112682"
"364",2025,"pressreader.com","uk/scottish-daily-mail/20250722/281560886832170","uk","scottish daily mail","20250722","281560886832170"
"365",2025,"pressreader.com","uk/scottish-daily-mail/20250705/281745570391095","uk","scottish daily mail","20250705","281745570391095"
"366",2025,"pressreader.com","uk/scottish-daily-mail/20250717/281741275448813","uk","scottish daily mail","20250717","281741275448813"
"367",2025,"pressreader.com","uk/scottish-daily-mail/20250718/281754160353022","uk","scottish daily mail","20250718","281754160353022"
"368",2025,"pressreader.com","uk/scottish-daily-mail/20250626/281569476713031","uk","scottish daily mail","20250626","281569476713031"
"369",2025,"pressreader.com","uk/scottish-daily-mail/20250628/281878714362834","uk","scottish daily mail","20250628","281878714362834"
"370",2025,"pressreader.com","uk/scottish-daily-mail/20250616/281968908650616","uk","scottish daily mail","20250616","281968908650616"
"371",2025,"pressreader.com","uk/scottish-daily-mail/20250618/281775635126618","uk","scottish daily mail","20250618","281775635126618"
"372",2025,"pressreader.com","uk/scottish-daily-mail/20250606/281934548892993","uk","scottish daily mail","20250606","281934548892993"
"373",2025,"pressreader.com","uk/scottish-daily-mail/20250609/281715505566194","uk","scottish daily mail","20250609","281715505566194"
"374",2025,"pressreader.com","uk/scottish-daily-mail/20250612/281848649558679","uk","scottish daily mail","20250612","281848649558679"
"375",2025,"pressreader.com","uk/scottish-daily-mail/20250523/281706915597699","uk","scottish daily mail","20250523","281706915597699"
"376",2025,"pressreader.com","uk/scottish-daily-mail/20250524/281612426319502","uk","scottish daily mail","20250524","281612426319502"
"377",2025,"pressreader.com","uk/scottish-daily-mail/20250528/281861534430239","uk","scottish daily mail","20250528","281861534430239"
"378",2025,"pressreader.com","uk/scottish-daily-mail/20250512/281698325640095","uk","scottish daily mail","20250512","281698325640095"
"379",2025,"pressreader.com","uk/scottish-daily-mail/20250519/281560886700717","uk","scottish daily mail","20250519","281560886700717"
"380",2025,"pressreader.com","uk/scottish-daily-mail/20250521/281530821934294","uk","scottish daily mail","20250521","281530821934294"
"381",2024,"pressreader.com","uk/scottish-daily-mail/20241123/281612425950019","uk","scottish daily mail","20241123","281612425950019"
"382",2024,"pressreader.com","uk/scottish-daily-mail/20241125/281792814579549","uk","scottish daily mail","20241125","281792814579549"
"383",2024,"pressreader.com","uk/scottish-daily-mail/20241125/281788519612253","uk","scottish daily mail","20241125","281788519612253"
"384",2024,"pressreader.com","uk/scottish-daily-mail/20241028/281676850402181","uk","scottish daily mail","20241028","281676850402181"
"385",2024,"pressreader.com","uk/scottish-daily-mail/20241101/281809994400126","uk","scottish daily mail","20241101","281809994400126"
"386",2024,"pressreader.com","uk/scottish-daily-mail/20241022/281681145351629","uk","scottish daily mail","20241022","281681145351629"
"387",2024,"pressreader.com","uk/scottish-daily-mail/20241125/281788519612253","uk","scottish daily mail","20241125","281788519612253"
"388",2024,"pressreader.com","uk/scottish-daily-mail/20241022/281681145351629","uk","scottish daily mail","20241022","281681145351629"
"389",2024,"pressreader.com","uk/scottish-daily-mail/20241101/281809994400126","uk","scottish daily mail","20241101","281809994400126"
"390",2025,"pressreader.com","uk/scottish-daily-mail/20250623/281792815005817","uk","scottish daily mail","20250623","281792815005817"
"391",2024,"pressreader.com","uk/scottish-daily-mail/20241204/281797109565983","uk","scottish daily mail","20241204","281797109565983"
"392",2025,"pressreader.com","uk/seven-days/20251221/281672556290258","uk","seven days","20251221","281672556290258"
"393",2025,"pressreader.com","uk/seven-days/20250803/281578066726197","uk","seven days","20250803","281578066726197"
"394",2024,"pressreader.com","uk/seven-days/20241103/281505051726485","uk","seven days","20241103","281505051726485"
"395",2025,"pressreader.com","uk/south-wales-echo/20251213/281535117320160","uk","south wales echo","20251213","281535117320160"
"396",2026,"pressreader.com","uk/sunday-express-1070/20260201/281883009767379","uk","sunday express 1070","20260201","281883009767379"
"397",2025,"pressreader.com","uk/sunday-express-1070/20250323/281749865146923","uk","sunday express 1070","20250323","281749865146923"
"398",2026,"pressreader.com","uk/sunday-express-1070/20260111/281698326131562","uk","sunday express 1070","20260111","281698326131562"
"399",2026,"pressreader.com","uk/sunday-express-1070/20260111/281698326131562","uk","sunday express 1070","20260111","281698326131562"
"400",2025,"pressreader.com","uk/sunday-express-1070/20250608/281590951513544","uk","sunday express 1070","20250608","281590951513544"
"401",2026,"pressreader.com","uk/sunday-life/20260201/281565182187731","uk","sunday life","20260201","281565182187731"
"402",2026,"pressreader.com","uk/sunday-life/20260201/281565182187731","uk","sunday life","20260201","281565182187731"
"403",2025,"pressreader.com","uk/sunday-life/20250525/281500757171565","uk","sunday life","20250525","281500757171565"
"404",2025,"pressreader.com","uk/sunday-life/20250518/281505052124455","uk","sunday life","20250518","281505052124455"
"405",2026,"pressreader.com","uk/sunday-mail-uk/20260208/281603836907725","uk","sunday mail uk","20260208","281603836907725"
"406",2026,"pressreader.com","uk/sunday-mail-uk/20260208/281956024225997","uk","sunday mail uk","20260208","281956024225997"
"407",2026,"pressreader.com","uk/sunday-mail-uk/20260208/281956024225997","uk","sunday mail uk","20260208","281956024225997"
"408",2026,"pressreader.com","uk/sunday-mail-uk/20260208/281603836907725","uk","sunday mail uk","20260208","281603836907725"
"409",2026,"pressreader.com","uk/sunday-mail-uk/20260118/281603836865075","uk","sunday mail uk","20260118","281603836865075"
"410",2025,"pressreader.com","uk/sunday-mail-uk/20251019/282179362302513","uk","sunday mail uk","20251019","282179362302513"
"411",2025,"pressreader.com","uk/sunday-mail-uk/20251019/282179362302513","uk","sunday mail uk","20251019","282179362302513"
"412",2025,"pressreader.com","uk/sunday-mail-uk/20250615/281775635120842","uk","sunday mail uk","20250615","281775635120842"
"413",2025,"pressreader.com","uk/sunday-mail-uk/20250720/281492167351873","uk","sunday mail uk","20250720","281492167351873"
"414",2025,"pressreader.com","uk/sunday-mail-uk/20250727/281977498670441","uk","sunday mail uk","20250727","281977498670441"
"415",2025,"pressreader.com","uk/sunday-mail-uk/20250615/281775635120842","uk","sunday mail uk","20250615","281775635120842"
"416",2025,"pressreader.com","uk/sunday-mail-uk/20250504/281947433726464","uk","sunday mail uk","20250504","281947433726464"
"417",2025,"pressreader.com","uk/sunday-mail-uk/20250504/281638196081152","uk","sunday mail uk","20250504","281638196081152"
"418",2025,"pressreader.com","uk/sunday-mail-uk/20250615/281775635120842","uk","sunday mail uk","20250615","281775635120842"
"419",2025,"pressreader.com","uk/sunday-mirror/20250427/282024743123636","uk","sunday mirror","20250427","282024743123636"
"420",2025,"pressreader.com","uk/sunday-sport-1098/20251130/281831470036705","uk","sunday sport 1098","20251130","281831470036705"
"421",2025,"pressreader.com","uk/sunday-sport-1098/20251207/281659671359398","uk","sunday sport 1098","20251207","281659671359398"
"422",2025,"pressreader.com","uk/sunday-sport-1098/20251207/281659671359398","uk","sunday sport 1098","20251207","281659671359398"
"423",2025,"pressreader.com","uk/sunday-sport-1098/20251130/281831470036705","uk","sunday sport 1098","20251130","281831470036705"
"424",2025,"pressreader.com","uk/sunday-sun-1304/20251228/281676851268847","uk","sunday sun 1304","20251228","281676851268847"
"425",2025,"pressreader.com","uk/sunday-sun-1304/20251228/281676851268847","uk","sunday sun 1304","20251228","281676851268847"
"426",2026,"pressreader.com","uk/sunday-sun-1304/20260118/281741275818342","uk","sunday sun 1304","20260118","281741275818342"
"427",2025,"pressreader.com","uk/teesside-evening-gazette/20250823/281681145981502","uk","teesside evening gazette","20250823","281681145981502"
"428",2025,"pressreader.com","uk/teesside-evening-gazette/20250823/281681145981502","uk","teesside evening gazette","20250823","281681145981502"
"429",2025,"pressreader.com","uk/the-cornishman/20250626/281852944553901","uk","the cornishman","20250626","281852944553901"
"430",2025,"pressreader.com","uk/the-courier-advertiser-angus-and-the-mearns-edition/20251223/281977498971921","uk","the courier advertiser angus and the mearns edition","20251223","281977498971921"
"431",2025,"pressreader.com","uk/the-courier-advertiser-angus-and-the-mearns-edition/20251231/281724095915170","uk","the courier advertiser angus and the mearns edition","20251231","281724095915170"
"432",2025,"pressreader.com","uk/the-courier-advertiser-angus-and-the-mearns-edition/20251223/281977498971921","uk","the courier advertiser angus and the mearns edition","20251223","281977498971921"
"433",2025,"pressreader.com","uk/the-courier-advertiser-angus-and-the-mearns-edition/20250812/281578066743645","uk","the courier advertiser angus and the mearns edition","20250812","281578066743645"
"434",2025,"pressreader.com","uk/the-courier-advertiser-angus-and-the-mearns-edition/20250614/281951728778698","uk","the courier advertiser angus and the mearns edition","20250614","281951728778698"
"435",2025,"pressreader.com","uk/the-courier-advertiser-fife-edition/20251128/281582361930148","uk","the courier advertiser fife edition","20251128","281582361930148"
"436",2025,"pressreader.com","uk/the-courier-advertiser-fife-edition/20251014/281505052426905","uk","the courier advertiser fife edition","20251014","281505052426905"
"437",2025,"pressreader.com","uk/the-courier-advertiser-fife-edition/20251015/281822880008956","uk","the courier advertiser fife edition","20251015","281822880008956"
"438",2025,"pressreader.com","uk/the-courier-advertiser-fife-edition/20250825/281509347292469","uk","the courier advertiser fife edition","20250825","281509347292469"
"439",2025,"pressreader.com","uk/the-courier-advertiser-fife-edition/20250510/281827174656031","uk","the courier advertiser fife edition","20250510","281827174656031"
"440",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20251028/281556592062906","uk","the courier advertiser perth and perthshire edition","20251028","281556592062906"
"441",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20251028/281556592062906","uk","the courier advertiser perth and perthshire edition","20251028","281556592062906"
"442",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20251001/281822879980121","uk","the courier advertiser perth and perthshire edition","20251001","281822879980121"
"443",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20250627/281732685472919","uk","the courier advertiser perth and perthshire edition","20250627","281732685472919"
"444",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20250617/281573771661842","uk","the courier advertiser perth and perthshire edition","20250617","281573771661842"
"445",2025,"pressreader.com","uk/the-courier-advertiser-perth-and-perthshire-edition/20250426/282295326062293","uk","the courier advertiser perth and perthshire edition","20250426","282295326062293"
"446",2026,"pressreader.com","uk/the-daily-telegraph/20260213/281505052670166","uk","the daily telegraph","20260213","281505052670166"
"447",2026,"pressreader.com","uk/the-daily-telegraph/20260216/281573772152284","uk","the daily telegraph","20260216","281573772152284"
"448",2025,"pressreader.com","uk/the-daily-telegraph/20251223/281719800933699","uk","the daily telegraph","20251223","281719800933699"
"449",2025,"pressreader.com","uk/the-daily-telegraph/20251229/281801405321981","uk","the daily telegraph","20251229","281801405321981"
"450",2026,"pressreader.com","uk/the-daily-telegraph/20260105/281754160694014","uk","the daily telegraph","20260105","281754160694014"
"451",2025,"pressreader.com","uk/the-daily-telegraph/20251215/281775635492127","uk","the daily telegraph","20251215","281775635492127"
"452",2025,"pressreader.com","uk/the-daily-telegraph/20251215/281775635492127","uk","the daily telegraph","20251215","281775635492127"
"453",2025,"pressreader.com","uk/the-daily-telegraph/20251202/281754160629238","uk","the daily telegraph","20251202","281754160629238"
"454",2025,"pressreader.com","uk/the-daily-telegraph/20251030/281719800824037","uk","the daily telegraph","20251030","281719800824037"
"455",2025,"pressreader.com","uk/the-daily-telegraph/20250908/281711210783059","uk","the daily telegraph","20250908","281711210783059"
"456",2025,"pressreader.com","uk/the-daily-telegraph/20250912/281925959156661","uk","the daily telegraph","20250912","281925959156661"
"457",2025,"pressreader.com","uk/the-daily-telegraph/20251006/281840059859126","uk","the daily telegraph","20251006","281840059859126"
"458",2025,"pressreader.com","uk/the-daily-telegraph/20251222/281775635506363","uk","the daily telegraph","20251222","281775635506363"
"459",2025,"pressreader.com","uk/the-daily-telegraph/20251223/281719800933699","uk","the daily telegraph","20251223","281719800933699"
"460",2025,"pressreader.com","uk/the-daily-telegraph/20251229/281801405321981","uk","the daily telegraph","20251229","281801405321981"
"461",2025,"pressreader.com","uk/the-daily-telegraph/20250912/281925959156661","uk","the daily telegraph","20250912","281925959156661"
"462",2025,"pressreader.com","uk/the-daily-telegraph/20250728/281728390568495","uk","the daily telegraph","20250728","281728390568495"
"463",2025,"pressreader.com","uk/the-daily-telegraph/20250602/281745570322862","uk","the daily telegraph","20250602","281745570322862"
"464",2025,"pressreader.com","uk/the-daily-telegraph/20250813/281788520142684","uk","the daily telegraph","20250813","281788520142684"
"465",2025,"pressreader.com","uk/the-daily-telegraph/20250804/281874419470637","uk","the daily telegraph","20250804","281874419470637"
"466",2025,"pressreader.com","uk/the-daily-telegraph/20250812/281801405042391","uk","the daily telegraph","20250812","281801405042391"
"467",2025,"pressreader.com","uk/the-daily-telegraph/20250728/281728390568495","uk","the daily telegraph","20250728","281728390568495"
"468",2025,"pressreader.com","uk/the-daily-telegraph/20250709/281878714385695","uk","the daily telegraph","20250709","281878714385695"
"469",2025,"pressreader.com","uk/the-daily-telegraph/20250630/281505052211085","uk","the daily telegraph","20250630","281505052211085"
"470",2025,"pressreader.com","uk/the-daily-telegraph/20250526/281848649523773","uk","the daily telegraph","20250526","281848649523773"
"471",2025,"pressreader.com","uk/the-daily-telegraph/20250527/281741275343424","uk","the daily telegraph","20250527","281741275343424"
"472",2025,"pressreader.com","uk/the-daily-telegraph/20250602/281745570322862","uk","the daily telegraph","20250602","281745570322862"
"473",2025,"pressreader.com","uk/the-daily-telegraph/20250127/281625310980458","uk","the daily telegraph","20250127","281625310980458"
"474",2024,"pressreader.com","uk/the-daily-telegraph/20241219/282020447896847","uk","the daily telegraph","20241219","282020447896847"
"475",2024,"pressreader.com","uk/the-daily-telegraph/20241219/282020447896847","uk","the daily telegraph","20241219","282020447896847"
"476",2024,"pressreader.com","uk/the-daily-telegraph/20241202/281736980019176","uk","the daily telegraph","20241202","281736980019176"
